Record #,Time,Ch 101 (VDC),Ch 102 (VDC),Alarm Output,Signature
131187,54:15.2,-4.82E-07,4.998537,0,aDLBR
131188,54:15.9,-4.16E-07,4.998526,0,PPMIB
131189,54:16.6,-5.73E-07,4.998674,0,VYYbZ
131190,54:17.3,-5.64E-07,4.998667,0,GMbAb
131191,54:18.1,-6.18E-07,4.998619,0,ZTDTZ
131192,54:18.8,-5.00E-07,4.998618,0,QbYWB
131193,54:19.5,-6.30E-07,4.998596,0,PUDGD
131194,54:20.3,-4.98E-07,4.998576,0,EBFAJ
131195,54:21.0,-5.68E-07,4.998555,0,DObOW
131196,54:21.7,-5.32E-07,4.998535,0,ZKKbL
131197,54:22.5,-7.54E-07,4.998527,0,bBYEa
131198,54:23.2,-5.48E-07,4.998674,0,MDASR
131199,54:23.9,-5.24E-07,4.998652,0,GcAIA
131200,54:24.6,-6.28E-07,4.998625,0,AGFMT
131201,54:25.4,-4.49E-07,4.998621,0,JKZaV
131202,54:26.1,-4.63E-07,4.998591,0,BMDXT
131203,54:26.8,-6.62E-07,4.998592,0,REDBV
131204,54:27.6,-5.08E-07,4.998582,0,FZODB
131205,54:28.3,-3.93E-07,4.998542,0,NJGcO
131206,54:29.0,-4.10E-07,4.998537,0,NJDGM
131207,54:29.8,-5.01E-07,4.998674,0,JVcFK
131208,54:30.5,-2.96E-07,4.998667,0,PMYcN
131209,54:31.2,-5.72E-07,4.998638,0,PMRDJ
131210,54:31.9,-4.49E-07,4.998606,0,DGTYN
131211,54:32.7,-6.20E-07,4.998579,0,OKJXQ
131212,54:33.4,-4.62E-07,4.998555,0,DYNQF
131213,54:34.1,-4.96E-07,4.998559,0,JHTHM
131214,54:34.9,-5.81E-07,4.998537,0,EGNCN
131215,54:35.6,-5.71E-07,4.998516,0,OKZGS
131216,54:36.3,-4.15E-07,4.998681,0,XJMRO
131217,54:37.1,-5.10E-07,4.998649,0,YGGbQ
131218,54:37.8,-5.46E-07,4.99863,0,KaXLX
131219,54:38.5,-3.96E-07,4.998597,0,GaCDT
131220,54:39.2,-4.86E-07,4.998593,0,OPJDD
131221,54:40.0,-5.36E-07,4.998559,0,TaFaH
131222,54:40.7,-6.93E-07,4.99854,0,RBGRK
131223,54:41.4,-5.10E-07,4.998537,0,NPUFc
131224,54:42.2,-5.54E-07,4.99851,0,EaaDV
131225,54:42.9,-4.96E-07,4.998666,0,DUDFW
131226,54:43.6,-5.79E-07,4.998664,0,FcbRO
131227,54:44.4,-5.32E-07,4.998645,0,XUHbc
131228,54:45.1,-5.76E-07,4.99863,0,FMSGA
131229,54:45.8,-3.81E-07,4.998607,0,PcDAH
131230,54:46.5,-6.26E-07,4.998587,0,TAaYM
131231,54:47.3,-4.92E-07,4.998575,0,MRJMQ
131232,54:48.0,-5.92E-07,4.998564,0,HNHXZ
131233,54:48.7,-4.39E-07,4.998525,0,AHHFS
131234,54:49.5,-5.60E-07,4.998483,0,OKRCG
131235,54:50.2,-6.95E-07,4.998477,0,BFHTW
131236,54:50.9,-6.61E-07,4.998631,0,TVEKP
131237,54:51.7,-4.71E-07,4.998628,0,cZYID
131238,54:52.4,-6.22E-07,4.998621,0,aZIMR
131239,54:53.1,-6.56E-07,4.998578,0,HCbIY
131240,54:53.8,-6.05E-07,4.998562,0,FHLQN
131241,54:54.6,-4.72E-07,4.998545,0,NacEF
131242,54:55.3,-5.58E-07,4.998526,0,PHYYR
131243,54:56.0,-5.98E-07,4.998508,0,ZYbCF
131244,54:56.8,-5.21E-07,4.998485,0,RAPVH
131245,54:57.5,-5.09E-07,4.99865,0,cFIbK
131246,54:58.2,-5.26E-07,4.998628,0,ORFOA
131247,54:59.0,-4.29E-07,4.998597,0,TVDJN
131248,54:59.7,-6.43E-07,4.998581,0,NIaJO
131249,55:00.4,-4.84E-07,4.998557,0,LTVZV
131250,55:01.1,-5.51E-07,4.998524,0,ZDANZ
131251,55:01.9,-8.00E-07,4.998532,0,GWaFY
131252,55:02.6,-6.89E-07,4.998515,0,RaFXQ
131253,55:03.3,-7.82E-07,4.998515,0,HFQUc
131254,55:04.1,-4.55E-07,4.998644,0,cPKSA
131255,55:04.8,-5.26E-07,4.998627,0,IZRLI
131256,55:05.5,-7.46E-07,4.998594,0,PTSYN
131257,55:06.3,-7.31E-07,4.99859,0,PLDON
131258,55:07.0,-6.86E-07,4.998565,0,aObCB
131259,55:07.7,-6.25E-07,4.998544,0,MWBaG
131260,55:08.4,-6.42E-07,4.998496,0,MGXYb
131261,55:09.2,-5.94E-07,4.99849,0,MZBDG
131262,55:09.9,-6.45E-07,4.998491,0,GSJHN
131263,55:10.6,-7.15E-07,4.998632,0,QTQVA
131264,55:11.4,-5.24E-07,4.998613,0,TXFCA
131265,55:12.1,-7.21E-07,4.998614,0,GRTSF
131266,55:12.8,-5.03E-07,4.998587,0,PZcaJ
131267,55:13.6,-7.53E-07,4.998552,0,OYYcF
131268,55:14.3,-8.21E-07,4.998554,0,aRcMb
131269,55:15.0,-6.98E-07,4.998527,0,bYFFY
131270,55:15.7,-5.78E-07,4.998512,0,RYSWZ
131271,55:16.5,-6.12E-07,4.998506,0,BQOWW
131272,55:17.2,-7.75E-07,4.998718,0,FbUDU
131273,55:17.9,-6.91E-07,4.998666,0,VXcJF
131274,55:18.7,-4.82E-07,4.998658,0,BKUBQ
131275,55:19.4,-6.00E-07,4.998629,0,KQXHM
131276,55:20.1,-4.59E-07,4.998605,0,SBNWE
131277,55:20.9,-5.33E-07,4.998608,0,YILLW
131278,55:21.6,-6.27E-07,4.998569,0,DRLJQ
131279,55:22.3,-6.63E-07,4.998546,0,UbaDF
131280,55:23.0,-5.01E-07,4.99855,0,XFJER
131281,55:23.8,-6.99E-07,4.998522,0,WMNVZ
131282,55:24.5,-5.18E-07,4.998519,0,UAaXS
131283,55:25.2,-5.35E-07,4.998599,0,OLAPQ
131284,55:26.0,-6.06E-07,4.998693,0,QMaVN
131285,55:26.7,-4.33E-07,4.998669,0,aVALD
131286,55:27.4,-6.28E-07,4.998657,0,FTGEN
131287,55:28.2,-5.45E-07,4.998618,0,OOIBP
131288,55:28.9,-4.99E-07,4.99861,0,AFOLb
131289,55:29.6,-7.24E-07,4.998597,0,NDPAK
131290,55:30.3,-6.13E-07,4.998573,0,KVFSX
131291,55:31.1,-6.81E-07,4.998561,0,NFIJR
131292,55:31.8,-5.62E-07,4.998541,0,XJLcA
131293,55:32.5,-6.30E-07,4.998514,0,VASaP
131294,55:33.3,-6.20E-07,4.998516,0,TDVDG
131295,55:34.0,-3.67E-07,4.998665,0,NPZFF
131296,55:34.7,-5.54E-07,4.998647,0,PRBZU
131297,55:35.5,-7.32E-07,4.998621,0,NKcRI
131298,55:36.2,-6.43E-07,4.998611,0,ITLDR
131299,55:36.9,-4.63E-07,4.998586,0,KJDLO
131300,55:37.6,-5.65E-07,4.998552,0,cGYMI
131301,55:38.4,-4.89E-07,4.99853,0,KYKJJ
131302,55:39.1,-7.39E-07,4.998519,0,RDZKI
131303,55:39.8,-3.59E-07,4.998499,0,VPVFO
131304,55:40.6,-7.66E-07,4.99864,0,JbFBO
131305,55:41.3,-4.81E-07,4.998659,0,RUaOc
131306,55:42.0,-6.77E-07,4.998615,0,KZJcI
131307,55:42.8,-6.16E-07,4.998602,0,UMbGD
131308,55:43.5,-5.37E-07,4.998567,0,bQDbB
131309,55:44.2,-5.84E-07,4.998544,0,FZLZA
131310,55:44.9,-5.16E-07,4.998538,0,TRBNZ
131311,55:45.7,-4.08E-07,4.998539,0,FOUYD
131312,55:46.4,-5.45E-07,4.998523,0,DUAHD
131313,55:47.1,-4.96E-07,4.998616,0,ADYLE
131314,55:47.9,-7.28E-07,4.998648,0,MMJXQ
131315,55:48.6,-5.90E-07,4.998621,0,FcaaX
131316,55:49.3,-3.91E-07,4.998606,0,PRFbJ
131317,55:50.1,-6.37E-07,4.998603,0,BMOWc
131318,55:50.8,-6.57E-07,4.998558,0,GRJQE
131319,55:51.5,-4.69E-07,4.99855,0,AAaVW
131320,55:52.2,-6.29E-07,4.998562,0,RWMcT
131321,55:53.0,-6.54E-07,4.998546,0,XOcKQ
131322,55:53.7,-6.64E-07,4.998699,0,aMEVX
131323,55:54.4,-6.64E-07,4.998662,0,KPcSV
131324,55:55.2,-6.37E-07,4.998647,0,JFWSF
131325,55:55.9,-5.87E-07,4.998609,0,ZVFYG
131326,55:56.6,-5.20E-07,4.998603,0,NLaOX
131327,55:57.4,-4.09E-07,4.998558,0,OQWZV
131328,55:58.1,-4.88E-07,4.998549,0,ANZVR
131329,55:58.8,-2.60E-07,4.998536,0,KQPaG
131330,55:59.5,-5.38E-07,4.998518,0,FVcMB
131331,56:00.3,-5.24E-07,4.998712,0,DMGHH
131332,56:01.0,-6.84E-07,4.99867,0,cDUYP
131333,56:01.7,-6.83E-07,4.998662,0,VHQcK
131334,56:02.5,-5.43E-07,4.99862,0,BabKb
131335,56:03.2,-3.00E-07,4.998611,0,DHQHU
131336,56:03.9,-4.76E-07,4.998595,0,BFBBF
131337,56:04.7,-6.07E-07,4.99857,0,YMUcT
131338,56:05.4,-6.03E-07,4.99856,0,TXbIB
131339,56:06.1,-5.73E-07,4.998529,0,YGABc
131340,56:06.8,-5.31E-07,4.998513,0,DcBZZ
131341,56:07.6,-5.81E-07,4.998499,0,AOFKc
131342,56:08.3,-6.73E-07,4.998649,0,LaGRZ
131343,56:09.0,-5.95E-07,4.998611,0,TFLJA
131344,56:09.8,-5.69E-07,4.998611,0,OWFJV
131345,56:10.5,-5.10E-07,4.998576,0,WbSCH
131346,56:11.2,-4.73E-07,4.998568,0,GCbWF
131347,56:12.0,-5.78E-07,4.998529,0,FTSNS
131348,56:12.7,-7.17E-07,4.998519,0,ZFDKD
131349,56:13.4,-7.21E-07,4.998518,0,NFNCK
131350,56:14.1,-6.47E-07,4.998505,0,UHXPW
131351,56:14.9,-5.78E-07,4.998641,0,XXcKQ
131352,56:15.6,-6.05E-07,4.998619,0,RNUEA
131353,56:16.3,-5.78E-07,4.998597,0,bWcNR
131354,56:17.1,-5.64E-07,4.998579,0,RFKMD
131355,56:17.8,-7.20E-07,4.998553,0,KZAXM
131356,56:18.5,-4.10E-07,4.998515,0,KOAPE
131357,56:19.3,-7.25E-07,4.99849,0,ZJOKc
131358,56:20.0,-6.31E-07,4.998503,0,OJMIV
131359,56:20.7,-6.13E-07,4.998491,0,APPaD
131360,56:21.4,-6.24E-07,4.99869,0,aQMVO
131361,56:22.2,-5.45E-07,4.99867,0,JPKFG
131362,56:22.9,-7.53E-07,4.998653,0,UbUcO
131363,56:23.6,-7.08E-07,4.99863,0,JQcUX
131364,56:24.4,-6.40E-07,4.998602,0,MJRTS
131365,56:25.1,-7.30E-07,4.998603,0,HRVNV
131366,56:25.8,-5.67E-07,4.998551,0,LOSRL
131367,56:26.6,-5.91E-07,4.998545,0,EYRPV
131368,56:27.3,-6.42E-07,4.99854,0,FZYAF
131369,56:28.0,-7.43E-07,4.998536,0,VZIcL
131370,56:28.7,-6.45E-07,4.998508,0,ZcKcM
131371,56:29.5,-4.02E-07,4.998495,0,cQGKO
131372,56:30.2,-7.96E-07,4.998667,0,XJRac
131373,56:30.9,-5.95E-07,4.998661,0,ZDRQX
131374,56:31.7,-7.25E-07,4.998639,0,GFTFY
131375,56:32.4,-8.32E-07,4.998608,0,XRFXG
131376,56:33.1,-7.39E-07,4.998568,0,KbNZB
131377,56:33.9,-7.06E-07,4.998562,0,GJLLG
131378,56:34.6,-6.48E-07,4.998547,0,WBIYT
131379,56:35.3,-3.50E-07,4.998546,0,GWcCc
131380,56:36.0,-5.82E-07,4.998502,0,GWERa
131381,56:36.8,-5.95E-07,4.998483,0,ZBQOI
131382,56:37.5,-5.57E-07,4.998645,0,KLNHM
131383,56:38.2,-6.86E-07,4.998641,0,MbNQa
131384,56:39.0,-6.23E-07,4.998611,0,GMPDO
131385,56:39.7,-5.98E-07,4.998591,0,UOWAb
131386,56:40.4,-7.63E-07,4.998563,0,UHFIL
131387,56:41.2,-6.05E-07,4.998544,0,LBYVM
131388,56:41.9,-7.10E-07,4.998529,0,EFFKQ
131389,56:42.6,-7.31E-07,4.998519,0,NTLcP
131390,56:43.3,-7.33E-07,4.99852,0,DHMVJ
131391,56:44.1,-8.40E-07,4.998663,0,ANIHY
131392,56:44.8,-7.09E-07,4.998651,0,JFUQH
131393,56:45.5,-7.18E-07,4.998631,0,MMJVA
131394,56:46.3,-9.21E-07,4.99861,0,CcDFU
131395,56:47.0,-7.32E-07,4.998576,0,DcMZH
131396,56:47.7,-8.50E-07,4.99857,0,HPVGG
131397,56:48.5,-6.32E-07,4.998561,0,HPNJJ
131398,56:49.2,-8.73E-07,4.998555,0,MVOEa
131399,56:49.9,-7.91E-07,4.998527,0,OMALT
131400,56:50.6,-6.36E-07,4.998629,0,XCKXc
131401,56:51.4,-6.85E-07,4.99861,0,DKKGC
131402,56:52.1,-8.67E-07,4.998593,0,cabIK
131403,56:52.8,-5.39E-07,4.998576,0,LcIDZ
131404,56:53.6,-6.80E-07,4.998562,0,MENGb
131405,56:54.3,-7.81E-07,4.998539,0,FaATH
131406,56:55.0,-6.05E-07,4.998498,0,YDQcF
131407,56:55.8,-5.62E-07,4.998509,0,YNDNV
131408,56:56.5,-6.47E-07,4.998709,0,HFaFM
131409,56:57.2,-6.45E-07,4.99868,0,NXOOD
131410,56:57.9,-6.19E-07,4.998638,0,XLKAA
131411,56:58.7,-7.49E-07,4.998614,0,KQNXM
131412,56:59.4,-5.97E-07,4.998614,0,NWDON
131413,57:00.1,-6.03E-07,4.998588,0,QGDbK
131414,57:00.9,-4.72E-07,4.998585,0,CSCcS
131415,57:01.6,-5.24E-07,4.998532,0,FcGCY
131416,57:02.3,-7.95E-07,4.998508,0,TNBOJ
131417,57:03.1,-7.87E-07,4.998516,0,bVTGJ
131418,57:03.8,-7.41E-07,4.998636,0,WGGGM
131419,57:04.5,-5.79E-07,4.998617,0,MOYNR
131420,57:05.2,-5.84E-07,4.998573,0,CcREV
131421,57:06.0,-4.80E-07,4.998572,0,YBLHZ
131422,57:06.7,-5.73E-07,4.998559,0,UYQNE
131423,57:07.4,-4.76E-07,4.998543,0,RYWPQ
131424,57:08.2,-5.84E-07,4.998503,0,SQOBE
131425,57:08.9,-6.83E-07,4.998489,0,CTDBF
131426,57:09.6,-7.43E-07,4.998662,0,ACHIE
131427,57:10.4,-6.49E-07,4.998696,0,JDQZT
131428,57:11.1,-5.52E-07,4.998656,0,GBMUY
131429,57:11.8,-6.74E-07,4.99862,0,HFKab
131430,57:12.5,-5.81E-07,4.9986,0,PaGRF
131431,57:13.3,-5.38E-07,4.9986,0,TLATR
131432,57:14.0,-3.91E-07,4.998569,0,TKMbV
131433,57:14.7,-6.27E-07,4.998565,0,QRJTD
131434,57:15.5,-7.04E-07,4.998531,0,KcBID
131435,57:16.2,-4.58E-07,4.998511,0,BNKVV
131436,57:16.9,-5.86E-07,4.998623,0,FZAXP
131437,57:17.7,-5.23E-07,4.99869,0,cJJaF
131438,57:18.4,-7.56E-07,4.998665,0,WUUOG
131439,57:19.1,-3.49E-07,4.99865,0,DYRcb
131440,57:19.8,-5.42E-07,4.998616,0,LHbVa
131441,57:20.6,-4.26E-07,4.998615,0,YYWUD
131442,57:21.3,-6.48E-07,4.998586,0,UNAYZ
131443,57:22.0,-4.24E-07,4.998575,0,DKXRW
131444,57:22.8,-5.93E-07,4.99856,0,LRKHa
131445,57:23.5,-5.53E-07,4.998546,0,FORYO
131446,57:24.2,-5.85E-07,4.998518,0,VOFKD
131447,57:25.0,-6.66E-07,4.99853,0,XHccH
131448,57:25.7,-8.22E-07,4.998645,0,MDOBS
131449,57:26.4,-5.65E-07,4.998671,0,XHDAY
131450,57:27.1,-5.18E-07,4.998631,0,PMLVH
131451,57:27.9,-6.36E-07,4.998631,0,OLTLS
131452,57:28.6,-5.44E-07,4.9986,0,RUZWS
131453,57:29.3,-6.42E-07,4.998573,0,DZaWT
131454,57:30.1,-6.35E-07,4.998578,0,cBOHA
131455,57:30.8,-5.65E-07,4.998541,0,DMDWD
131456,57:31.5,-5.44E-07,4.998526,0,CHWPL
131457,57:32.3,-8.13E-07,4.998487,0,OIaZK
131458,57:33.0,-5.47E-07,4.99848,0,UVTRO
131459,57:33.7,-6.02E-07,4.99863,0,BQBFM
131460,57:34.4,-5.90E-07,4.998614,0,MKXYZ
131461,57:35.2,-6.08E-07,4.998606,0,UONDV
131462,57:35.9,-4.61E-07,4.998599,0,MRSFH
131463,57:36.6,-6.46E-07,4.998574,0,VOBKH
131464,57:37.4,-4.87E-07,4.998542,0,LbNAA
131465,57:38.1,-7.15E-07,4.998529,0,MJGVc
131466,57:38.8,-6.56E-07,4.998515,0,OKLbb
131467,57:39.6,-5.36E-07,4.998509,0,FGcXD
131468,57:40.3,-5.63E-07,4.998504,0,TAQTR
131469,57:41.0,-6.54E-07,4.99864,0,FKROO
131470,57:41.7,-7.46E-07,4.998622,0,DPAFR
131471,57:42.5,-7.29E-07,4.998601,0,ZbHOZ
131472,57:43.2,-8.05E-07,4.998583,0,aKUSI
131473,57:43.9,-6.76E-07,4.998542,0,VQJKX
131474,57:44.7,-7.24E-07,4.998534,0,ZKOAM
131475,57:45.4,-7.56E-07,4.99851,0,KBWMa
131476,57:46.1,-4.99E-07,4.99851,0,TKRBa
131477,57:46.9,-5.88E-07,4.998665,0,KUARI
131478,57:47.6,-6.62E-07,4.998642,0,HcYJD
131479,57:48.3,-7.50E-07,4.998595,0,BLBZR
131480,57:49.0,-6.94E-07,4.998583,0,SRDNK
131481,57:49.8,-5.79E-07,4.998568,0,VbSPM
131482,57:50.5,-5.09E-07,4.998542,0,VVTOb
131483,57:51.2,-6.30E-07,4.998528,0,QUbWS
131484,57:52.0,-5.55E-07,4.998487,0,aOaOL
131485,57:52.7,-7.79E-07,4.998505,0,PSccO
131486,57:53.4,-5.99E-07,4.998494,0,CDRDG
131487,57:54.2,-7.11E-07,4.998636,0,cHYcO
131488,57:54.9,-6.37E-07,4.998636,0,HFVDN
131489,57:55.6,-8.38E-07,4.998599,0,NHUCS
131490,57:56.3,-7.62E-07,4.998569,0,DKHcU
131491,57:57.1,-5.51E-07,4.99856,0,WKPFR
131492,57:57.8,-6.77E-07,4.998538,0,NWbcc
131493,57:58.5,-5.63E-07,4.99851,0,OcYUW
131494,57:59.3,-6.99E-07,4.998495,0,XTFHW
131495,58:00.0,-6.84E-07,4.998505,0,EPHEP
131496,58:00.7,-6.80E-07,4.998686,0,ILDKY
131497,58:01.5,-7.88E-07,4.998647,0,IHDcH
131498,58:02.2,-7.06E-07,4.998627,0,aLDAH
131499,58:02.9,-6.85E-07,4.998599,0,KKMFB
131500,58:03.6,-6.35E-07,4.998582,0,MPIGK
131501,58:04.4,-7.18E-07,4.998578,0,THDJJ
131502,58:05.1,-6.06E-07,4.998543,0,aaVRN
131503,58:05.8,-7.35E-07,4.998517,0,GLEBA
131504,58:06.6,-7.91E-07,4.998503,0,QXDAV
131505,58:07.3,-6.05E-07,4.998501,0,OXRLF
131506,58:08.0,-5.87E-07,4.998682,0,TTQQK
131507,58:08.8,-6.97E-07,4.998658,0,QUHab
131508,58:09.5,-5.75E-07,4.998631,0,bZDJD
131509,58:10.2,-8.82E-07,4.998623,0,AHcJP
131510,58:10.9,-6.61E-07,4.998605,0,NGDFZ
131511,58:11.7,-7.29E-07,4.998585,0,VGRZQ
131512,58:12.4,-6.46E-07,4.998557,0,LZVDL
131513,58:13.1,-4.99E-07,4.998527,0,DDGaM
131514,58:13.9,-6.01E-07,4.998528,0,DTQAR
131515,58:14.6,-6.47E-07,4.998523,0,NHWNQ
131516,58:15.3,-5.96E-07,4.998521,0,IEFZK
131517,58:16.1,-7.40E-07,4.998489,0,DASAX
131518,58:16.8,-7.24E-07,4.998666,0,VGaOa
131519,58:17.5,-6.17E-07,4.99866,0,PcVGN
131520,58:18.2,-7.52E-07,4.998644,0,GWQNM
131521,58:19.0,-8.19E-07,4.998611,0,UbVBM
131522,58:19.7,-7.12E-07,4.998582,0,ObSYR
131523,58:20.4,-6.41E-07,4.998568,0,RWVPB
131524,58:21.2,-5.98E-07,4.998556,0,KKZZB
131525,58:21.9,-7.14E-07,4.998543,0,aaFSU
131526,58:22.6,-7.77E-07,4.998504,0,QMGRK
131527,58:23.4,-7.09E-07,4.998492,0,DUDID
131528,58:24.1,-6.08E-07,4.998493,0,VMHZL
131529,58:24.8,-7.49E-07,4.998673,0,PXOAN
131530,58:25.5,-7.10E-07,4.998625,0,HRGMN
131531,58:26.3,-8.32E-07,4.998604,0,caNTK
131532,58:27.0,-5.62E-07,4.998578,0,NDEOV
131533,58:27.7,-5.63E-07,4.998588,0,cHFVJ
131534,58:28.5,-7.32E-07,4.998553,0,DJbcK
