Record #,Time,Ch 101 (VDC),Ch 102 (VDC),Alarm Output,Signature
262201,28:15.6,-5.98E-07,4.998724,0,WVNRN
262202,28:16.3,-5.39E-07,4.998688,0,VUPIK
262203,28:17.1,-7.63E-07,4.998682,0,CXUKc
262204,28:17.8,-6.43E-07,4.998664,0,HLDRF
262205,28:18.5,-6.82E-07,4.998651,0,cFKKK
262206,28:19.2,-4.30E-07,4.998643,0,HHTDb
262207,28:20.0,-7.93E-07,4.998621,0,BZLLY
262208,28:20.7,-6.63E-07,4.998766,0,cIaZQ
262209,28:21.4,-6.16E-07,4.998765,0,AGMJD
262210,28:22.2,-4.38E-07,4.998733,0,ODOQV
262211,28:22.9,-6.78E-07,4.998713,0,aZUOc
262212,28:23.6,-6.12E-07,4.998691,0,AORKW
262213,28:24.4,-6.14E-07,4.998682,0,DKVFA
262214,28:25.1,-5.08E-07,4.998675,0,JKOXN
262215,28:25.8,-5.52E-07,4.998631,0,NEHVF
262216,28:26.5,-6.71E-07,4.998609,0,UcGBV
262217,28:27.3,-6.12E-07,4.998608,0,PQFGB
262218,28:28.0,-6.17E-07,4.998768,0,DNNIB
262219,28:28.7,-5.28E-07,4.998763,0,OHDXH
262220,28:29.5,-5.63E-07,4.998725,0,MJFcQ
262221,28:30.2,-6.15E-07,4.998693,0,RRZTX
262222,28:30.9,-7.47E-07,4.998668,0,PHaEI
262223,28:31.7,-6.18E-07,4.998653,0,VXaMX
262224,28:32.4,-6.26E-07,4.998654,0,QFRCM
262225,28:33.1,-3.95E-07,4.998622,0,NUBAG
262226,28:33.8,-6.67E-07,4.998599,0,PDGNR
262227,28:34.6,-4.90E-07,4.99859,0,ONaVN
262228,28:35.3,-7.26E-07,4.998756,0,NKbBQ
262229,28:36.0,-5.69E-07,4.998742,0,VFTUb
262230,28:36.8,-6.57E-07,4.998705,0,MbNRN
262231,28:37.5,-5.55E-07,4.998712,0,DUHKL
262232,28:38.2,-4.97E-07,4.998678,0,aTDPU
262233,28:39.0,-5.40E-07,4.998661,0,OLGMG
262234,28:39.7,-4.07E-07,4.998616,0,cRQMF
262235,28:40.4,-7.48E-07,4.998638,0,PSPcD
262236,28:41.1,-4.25E-07,4.998624,0,ZXDAX
262237,28:41.9,-5.85E-07,4.99877,0,DTYRX
262238,28:42.6,-4.50E-07,4.998748,0,cDWKZ
262239,28:43.3,-7.15E-07,4.998753,0,QWRBA
262240,28:44.1,-4.11E-07,4.998722,0,MHOKS
262241,28:44.8,-6.04E-07,4.998681,0,WKARJ
262242,28:45.5,-6.62E-07,4.998675,0,VNGRF
262243,28:46.3,-3.29E-07,4.998656,0,RDTJR
262244,28:47.0,-5.57E-07,4.998649,0,YSRVb
262245,28:47.7,-5.10E-07,4.998638,0,PQIZZ
262246,28:48.4,-7.66E-07,4.998615,0,VIVaT
262247,28:49.2,-6.01E-07,4.998599,0,VCQOF
262248,28:49.9,-5.30E-07,4.998745,0,cJFAb
262249,28:50.6,-6.52E-07,4.998738,0,BMIXA
262250,28:51.4,-5.73E-07,4.998725,0,XCNHT
262251,28:52.1,-5.67E-07,4.998692,0,LMDUU
262252,28:52.8,-7.18E-07,4.998672,0,JaXNE
262253,28:53.6,-6.39E-07,4.998659,0,QFRQS
262254,28:54.3,-4.13E-07,4.998629,0,AETNE
262255,28:55.0,-6.48E-07,4.998636,0,XQKbT
262256,28:55.7,-8.95E-07,4.998627,0,HHUHH
262257,28:56.5,-5.88E-07,4.998768,0,KOWHM
262258,28:57.2,-6.12E-07,4.998762,0,FVRbD
262259,28:57.9,-6.83E-07,4.998727,0,DNUUV
262260,28:58.7,-6.22E-07,4.998721,0,AXGHM
262261,28:59.4,-4.68E-07,4.998682,0,SKKOR
262262,29:00.1,-4.55E-07,4.998679,0,RbGSD
262263,29:00.9,-4.85E-07,4.998669,0,GJHRM
262264,29:01.6,-5.18E-07,4.998653,0,VOFFQ
262265,29:02.3,-3.88E-07,4.998653,0,FBOVA
262266,29:03.0,-5.71E-07,4.998611,0,NaNHV
262267,29:03.8,-6.54E-07,4.998772,0,RUccW
262268,29:04.5,-5.14E-07,4.998753,0,HVQQL
262269,29:05.2,-5.48E-07,4.998745,0,VPSac
262270,29:06.0,-4.76E-07,4.998742,0,QJDAG
262271,29:06.7,-4.53E-07,4.998683,0,TbWDF
262272,29:07.4,-5.50E-07,4.998661,0,BJOOD
262273,29:08.2,-4.86E-07,4.998667,0,HFTBB
262274,29:08.9,-6.56E-07,4.998646,0,AcOIK
262275,29:09.6,-5.25E-07,4.998628,0,DMRGH
262276,29:10.3,-6.05E-07,4.998661,0,HPKND
262277,29:11.1,-5.06E-07,4.998783,0,GJPGT
262278,29:11.8,-5.53E-07,4.998764,0,SAHMB
262279,29:12.5,-4.17E-07,4.99875,0,cJZBV
262280,29:13.3,-5.68E-07,4.998715,0,TBcDb
262281,29:14.0,-5.84E-07,4.998683,0,VYAYT
262282,29:14.7,-5.65E-07,4.99868,0,XbXOS
262283,29:15.5,-6.17E-07,4.998664,0,cHYTV
262284,29:16.2,-5.96E-07,4.998637,0,RJcOL
262285,29:16.9,-5.81E-07,4.998636,0,JDDFZ
262286,29:17.6,-6.47E-07,4.998784,0,JVLcR
262287,29:18.4,-6.93E-07,4.998764,0,bAFbP
262288,29:19.1,-6.38E-07,4.998756,0,PDIDV
262289,29:19.8,-6.20E-07,4.998714,0,EUESE
262290,29:20.6,-4.87E-07,4.998708,0,ANZSF
262291,29:21.3,-5.89E-07,4.998681,0,OQDaD
262292,29:22.0,-3.74E-07,4.998668,0,ZKSPI
262293,29:22.8,-5.73E-07,4.998637,0,XBFOM
262294,29:23.5,-5.62E-07,4.998638,0,MLRDO
262295,29:24.2,-6.31E-07,4.998593,0,cDXTO
262296,29:24.9,-2.70E-07,4.998802,0,LMLGa
262297,29:25.7,-6.72E-07,4.998798,0,ACAJY
262298,29:26.4,-6.83E-07,4.998766,0,PbKaR
262299,29:27.1,-5.38E-07,4.998747,0,UPQOY
262300,29:27.9,-4.69E-07,4.998742,0,DaVFQ
262301,29:28.6,-5.79E-07,4.998724,0,MEHSQ
262302,29:29.3,-5.12E-07,4.998705,0,TVHMW
262303,29:30.1,-6.25E-07,4.99867,0,aKNbE
262304,29:30.8,-5.69E-07,4.998666,0,HMRca
262305,29:31.5,-5.21E-07,4.998657,0,BTFVK
262306,29:32.2,-4.95E-07,4.998652,0,HOSHR
262307,29:33.0,-7.14E-07,4.998645,0,LNRYI
262308,29:33.7,-6.27E-07,4.998619,0,DGBXA
262309,29:34.4,-5.17E-07,4.998628,0,HZBRP
262310,29:35.2,-5.62E-07,4.998777,0,HbcMN
262311,29:35.9,-7.12E-07,4.998753,0,KVFbO
262312,29:36.6,-5.61E-07,4.998741,0,FNGUV
262313,29:37.4,-6.64E-07,4.998702,0,bLMKD
262314,29:38.1,-6.49E-07,4.998687,0,UTVZX
262315,29:38.8,-7.39E-07,4.998669,0,GWUBH
262316,29:39.5,-7.56E-07,4.998651,0,BZHCY
262317,29:40.3,-6.11E-07,4.998642,0,BHOIA
262318,29:41.0,-4.79E-07,4.998624,0,YSaFU
262319,29:41.7,-6.29E-07,4.998778,0,cNQTI
262320,29:42.5,-5.49E-07,4.998748,0,bJQXD
262321,29:43.2,-6.66E-07,4.998728,0,NOTDO
262322,29:43.9,-3.75E-07,4.99872,0,SROTJ
262323,29:44.7,-4.68E-07,4.9987,0,OBNLH
262324,29:45.4,-5.33E-07,4.998643,0,MVVUX
262325,29:46.1,-7.33E-07,4.998653,0,SOFZP
262326,29:46.8,-7.32E-07,4.998629,0,cIbaG
262327,29:47.6,-6.55E-07,4.998624,0,QMcOZ
262328,29:48.3,-4.35E-07,4.998593,0,abUSV
262329,29:49.0,-5.72E-07,4.998738,0,YABMY
262330,29:49.8,-5.19E-07,4.998744,0,GFHYZ
262331,29:50.5,-6.24E-07,4.998725,0,BCWHK
262332,29:51.2,-6.65E-07,4.998715,0,LMPGc
262333,29:52.0,-5.74E-07,4.998672,0,RLRSX
262334,29:52.7,-5.75E-07,4.998669,0,OBWVD
262335,29:53.4,-5.84E-07,4.998652,0,RFTGZ
262336,29:54.1,-5.65E-07,4.998643,0,KMDUc
262337,29:54.9,-4.07E-07,4.998632,0,GXHKL
262338,29:55.6,-5.84E-07,4.998677,0,TaMJb
262339,29:56.3,-4.51E-07,4.998775,0,OcGLR
262340,29:57.1,-7.63E-07,4.998751,0,GCIBZ
262341,29:57.8,-4.26E-07,4.998725,0,abQHA
262342,29:58.5,-5.04E-07,4.998718,0,KWMJL
262343,29:59.3,-4.53E-07,4.998688,0,EFNTV
262344,30:00.0,-6.81E-07,4.998668,0,PSRIY
262345,30:00.7,-6.24E-07,4.998644,0,GDRVF
262346,30:01.4,-4.11E-07,4.99864,0,GVJDY
262347,30:02.2,-3.87E-07,4.998614,0,bKbAC
262348,30:02.9,-7.03E-07,4.998599,0,cHCBF
262349,30:03.6,-4.47E-07,4.998734,0,KOVKH
262350,30:04.4,-4.24E-07,4.998723,0,OURGE
262351,30:05.1,-4.45E-07,4.998715,0,TXVNS
262352,30:05.8,-5.90E-07,4.998697,0,TJRLA
262353,30:06.6,-5.15E-07,4.998683,0,aRONP
262354,30:07.3,-7.97E-07,4.998668,0,FDXID
262355,30:08.0,-5.98E-07,4.998639,0,SHODP
262356,30:08.7,-6.25E-07,4.998635,0,VIXCE
262357,30:09.5,-5.83E-07,4.998628,0,IWEEQ
262358,30:10.2,-5.78E-07,4.998819,0,FHKHc
262359,30:10.9,-3.62E-07,4.998805,0,RaUWQ
262360,30:11.7,-4.38E-07,4.998808,0,RMBaa
262361,30:12.4,-5.06E-07,4.998783,0,AFPPc
262362,30:13.1,-7.50E-07,4.998754,0,XTLHO
262363,30:13.9,-4.71E-07,4.998734,0,AVHMY
262364,30:14.6,-5.09E-07,4.998722,0,IHUHY
262365,30:15.3,-5.35E-07,4.99872,0,PaNZc
262366,30:16.0,-5.21E-07,4.998688,0,EDDON
262367,30:16.8,-3.89E-07,4.998676,0,KRXSY
262368,30:17.5,-6.51E-07,4.998666,0,RRTMD
262369,30:18.2,-6.46E-07,4.998646,0,cNFMH
262370,30:19.0,-5.34E-07,4.998723,0,UTJOD
262371,30:19.7,-7.10E-07,4.998751,0,FKPWR
262372,30:20.4,-5.23E-07,4.998731,0,NFHRL
262373,30:21.2,-6.62E-07,4.998703,0,GDCAG
262374,30:21.9,-6.39E-07,4.998709,0,DFQQa
262375,30:22.6,-6.34E-07,4.998699,0,cAGVP
262376,30:23.3,-5.31E-07,4.998667,0,HVJHX
262377,30:24.1,-5.77E-07,4.998635,0,UEKGQ
262378,30:24.8,-6.03E-07,4.998607,0,LKSOU
262379,30:25.5,-5.48E-07,4.998614,0,QPUPZ
262380,30:26.3,-6.23E-07,4.998779,0,TbFGW
262381,30:27.0,-5.01E-07,4.998737,0,bcXMF
262382,30:27.7,-3.93E-07,4.998694,0,RAYJF
262383,30:28.5,-6.03E-07,4.998686,0,ONPDB
262384,30:29.2,-6.70E-07,4.998681,0,VPUMQ
262385,30:29.9,-6.15E-07,4.998656,0,JAFHY
262386,30:30.6,-6.01E-07,4.998648,0,WJOUD
262387,30:31.4,-7.04E-07,4.998634,0,RScXM
262388,30:32.1,-6.06E-07,4.998634,0,FRDUK
262389,30:32.8,-4.88E-07,4.998624,0,DWTKH
262390,30:33.6,-6.65E-07,4.99878,0,BNBbE
262391,30:34.3,-5.31E-07,4.998754,0,HHFGX
262392,30:35.0,-8.43E-07,4.998719,0,XRWWO
262393,30:35.8,-7.00E-07,4.998705,0,LPMOV
262394,30:36.5,-5.11E-07,4.998702,0,cbDVb
262395,30:37.2,-6.12E-07,4.998695,0,LXYOH
262396,30:37.9,-5.14E-07,4.998649,0,VFRKU
262397,30:38.7,-6.24E-07,4.998631,0,LTNGN
262398,30:39.4,-5.77E-07,4.998624,0,XJBNB
262399,30:40.1,-5.41E-07,4.998686,0,ZQQQD
262400,30:40.9,-5.52E-07,4.998769,0,HHTOR
262401,30:41.6,-5.37E-07,4.998735,0,AIaTF
262402,30:42.3,-5.12E-07,4.998715,0,ZVVIG
262403,30:43.1,-4.35E-07,4.99867,0,RKWFQ
262404,30:43.8,-5.68E-07,4.998687,0,DDXDZ
262405,30:44.5,-6.11E-07,4.998675,0,LRaHU
262406,30:45.2,-5.05E-07,4.998645,0,ETbSO
262407,30:46.0,-5.83E-07,4.998622,0,AFCFO
262408,30:46.7,-5.53E-07,4.998618,0,MJGHR
262409,30:47.4,-5.71E-07,4.998611,0,XAVNV
262410,30:48.2,-5.98E-07,4.998819,0,NOMGG
262411,30:48.9,-6.18E-07,4.998788,0,STNRV
262412,30:49.6,-5.59E-07,4.998747,0,VLAMX
262413,30:50.4,-7.60E-07,4.998736,0,RabAQ
262414,30:51.1,-6.65E-07,4.998734,0,SDbMY
262415,30:51.8,-7.48E-07,4.998713,0,FHAJc
262416,30:52.5,-8.41E-07,4.998685,0,DIGFG
262417,30:53.3,-6.28E-07,4.998655,0,AQOWR
262418,30:54.0,-5.28E-07,4.998656,0,McFXP
262419,30:54.7,-6.51E-07,4.998648,0,XRaaV
262420,30:55.5,-4.84E-07,4.998649,0,KNGDL
262421,30:56.2,-4.84E-07,4.998642,0,NVbKX
262422,30:56.9,-6.60E-07,4.998837,0,FVDaY
262423,30:57.7,-5.88E-07,4.998813,0,TXDXG
262424,30:58.4,-6.22E-07,4.998792,0,XOMGM
262425,30:59.1,-6.31E-07,4.998772,0,PNDMF
262426,30:59.8,-6.35E-07,4.998755,0,PSLMX
262427,31:00.6,-6.33E-07,4.998721,0,FJXQT
262428,31:01.3,-5.82E-07,4.998699,0,LRRHQ
262429,31:02.0,-5.33E-07,4.998702,0,VXDDP
262430,31:02.8,-4.83E-07,4.998676,0,AJaZJ
262431,31:03.5,-5.44E-07,4.99865,0,QJVaK
262432,31:04.2,-4.47E-07,4.998648,0,DUNSH
262433,31:05.0,-5.38E-07,4.99862,0,GaXXY
262434,31:05.7,-5.14E-07,4.998612,0,QFMOX
262435,31:06.4,-6.53E-07,4.998796,0,BFDaV
262436,31:07.1,-6.10E-07,4.998772,0,JWBBL
262437,31:07.9,-6.79E-07,4.998748,0,aAQUc
262438,31:08.6,-7.44E-07,4.998747,0,SLRPc
262439,31:09.3,-5.80E-07,4.998732,0,PAWWI
262440,31:10.1,-5.62E-07,4.998705,0,YaFLX
262441,31:10.8,-4.82E-07,4.998685,0,MVGAR
262442,31:11.5,-5.36E-07,4.998671,0,HcDAD
262443,31:12.3,-6.43E-07,4.998671,0,BHJDU
262444,31:13.0,-6.11E-07,4.998669,0,KSJYQ
262445,31:13.7,-7.06E-07,4.998664,0,JYcJJ
262446,31:14.4,-5.23E-07,4.998793,0,VMSRR
262447,31:15.2,-5.01E-07,4.998758,0,ELMAK
262448,31:15.9,-5.38E-07,4.998765,0,DTVLU
262449,31:16.6,-4.92E-07,4.998735,0,IKPYG
262450,31:17.4,-6.46E-07,4.998718,0,FbRKc
262451,31:18.1,-5.95E-07,4.998686,0,YSDDG
262452,31:18.8,-5.58E-07,4.99869,0,GRGQP
262453,31:19.6,-5.78E-07,4.998671,0,UcYRT
262454,31:20.3,-6.11E-07,4.998644,0,cSGQc
262455,31:21.0,-4.39E-07,4.99865,0,JCIDJ
262456,31:21.7,-5.65E-07,4.998797,0,BREQX
262457,31:22.5,-6.15E-07,4.998799,0,ANcFQ
262458,31:23.2,-5.72E-07,4.998767,0,JVFKA
262459,31:23.9,-5.27E-07,4.998734,0,THQaZ
262460,31:24.7,-2.86E-07,4.998708,0,GBIHD
262461,31:25.4,-5.22E-07,4.998661,0,RcZYF
262462,31:26.1,-4.12E-07,4.998669,0,SQDUW
262463,31:26.9,-2.93E-07,4.998662,0,AXVGU
262464,31:27.6,-5.36E-07,4.998641,0,MFbSF
262465,31:28.3,-5.55E-07,4.998606,0,SRDFL
262466,31:29.0,-5.53E-07,4.998758,0,FHMYV
262467,31:29.8,-6.08E-07,4.998752,0,BMVXN
262468,31:30.5,-4.60E-07,4.998724,0,bRaQT
262469,31:31.2,-5.28E-07,4.998737,0,QDVUD
262470,31:32.0,-5.40E-07,4.99869,0,HWcSJ
262471,31:32.7,-7.50E-07,4.99868,0,KLNVO
262472,31:33.4,-5.11E-07,4.998685,0,IGBRD
262473,31:34.2,-4.29E-07,4.998668,0,VOaKc
262474,31:34.9,-4.84E-07,4.998647,0,LURLT
262475,31:35.6,-4.85E-07,4.998689,0,XRRDY
262476,31:36.3,-4.21E-07,4.998764,0,QTVVB
262477,31:37.1,-5.81E-07,4.998743,0,OFFAG
262478,31:37.8,-6.70E-07,4.998728,0,ECQGa
262479,31:38.5,-6.33E-07,4.998696,0,NRVOQ
262480,31:39.3,-5.17E-07,4.998687,0,UZFNc
262481,31:40.0,-3.54E-07,4.998652,0,aRXcL
262482,31:40.7,-4.18E-07,4.998634,0,IHKaa
262483,31:41.5,-3.92E-07,4.998634,0,RaHRb
262484,31:42.2,-4.88E-07,4.998645,0,BAXVF
262485,31:42.9,-5.65E-07,4.998673,0,ZWUEF
262486,31:43.6,-4.94E-07,4.998762,0,NHWVD
262487,31:44.4,-4.90E-07,4.998759,0,aHADV
262488,31:45.1,-4.63E-07,4.998727,0,MRYAZ
262489,31:45.8,-6.71E-07,4.998697,0,GXaXI
262490,31:46.6,-5.36E-07,4.998682,0,DWGbU
262491,31:47.3,-6.05E-07,4.998675,0,NPRHJ
262492,31:48.0,-5.81E-07,4.998641,0,QOaDV
262493,31:48.8,-7.41E-07,4.998621,0,YbALB
262494,31:49.5,-6.76E-07,4.998607,0,WRNaR
262495,31:50.2,-6.05E-07,4.998797,0,SIERG
262496,31:50.9,-5.28E-07,4.998785,0,VLQaS
262497,31:51.7,-4.94E-07,4.998773,0,FYUJY
262498,31:52.4,-6.23E-07,4.998752,0,MRDYX
262499,31:53.1,-7.24E-07,4.99874,0,cHNbD
262500,31:53.9,-5.70E-07,4.998711,0,MGDOD
262501,31:54.6,-6.77E-07,4.998701,0,TVDAQ
262502,31:55.3,-6.23E-07,4.998657,0,YcXOF
262503,31:56.1,-5.68E-07,4.998645,0,GBRPG
262504,31:56.8,-5.71E-07,4.998631,0,QbNUJ
262505,31:57.5,-7.29E-07,4.99863,0,IIWaJ
262506,31:58.2,-5.85E-07,4.998622,0,EKJKK
262507,31:59.0,-4.77E-07,4.998783,0,QFAOU
262508,31:59.7,-5.48E-07,4.998768,0,DPVGD
262509,32:00.4,-4.74E-07,4.998741,0,NROFH
262510,32:01.2,-4.44E-07,4.998744,0,HQKAc
262511,32:01.9,-6.57E-07,4.998705,0,EAFBV
262512,32:02.6,-5.77E-07,4.998709,0,GWAOV
262513,32:03.4,-5.41E-07,4.998675,0,EaJKM
262514,32:04.1,-5.09E-07,4.998637,0,KGVCP
262515,32:04.8,-6.50E-07,4.998626,0,cKRXF
262516,32:05.5,-5.85E-07,4.998627,0,bbYAY
262517,32:06.3,-4.02E-07,4.998773,0,MGKGD
262518,32:07.0,-5.29E-07,4.998746,0,RcPMb
262519,32:07.7,-6.01E-07,4.998727,0,ZQaDX
262520,32:08.5,-6.42E-07,4.998736,0,NbWAS
262521,32:09.2,-5.55E-07,4.998724,0,WVILI
262522,32:09.9,-4.44E-07,4.998693,0,DHLIK
262523,32:10.7,-6.98E-07,4.998678,0,DDDOP
262524,32:11.4,-4.10E-07,4.998657,0,APVHT
262525,32:12.1,-7.59E-07,4.998651,0,HDAFV
262526,32:12.8,-6.62E-07,4.998638,0,RHYVa
262527,32:13.6,-5.40E-07,4.998793,0,RVYKJ
262528,32:14.3,-4.43E-07,4.998777,0,OMSXR
262529,32:15.0,-5.38E-07,4.998748,0,NRbQD
262530,32:15.8,-5.47E-07,4.998737,0,OHKQA
262531,32:16.5,-6.02E-07,4.998718,0,YYNcM
262532,32:17.2,-5.72E-07,4.998724,0,JUQaS
262533,32:18.0,-5.93E-07,4.998678,0,LbDGA
262534,32:18.7,-7.63E-07,4.99866,0,KICNL
262535,32:19.4,-6.66E-07,4.998666,0,MZRMV
262536,32:20.1,-4.03E-07,4.998652,0,QaDaP
262537,32:20.9,-5.10E-07,4.998783,0,FVBVD
262538,32:21.6,-7.11E-07,4.998742,0,DGADa
262539,32:22.3,-5.83E-07,4.998754,0,WKLDO
262540,32:23.1,-6.50E-07,4.99872,0,ObNcc
262541,32:23.8,-5.78E-07,4.998712,0,XFZCb
262542,32:24.5,-5.12E-07,4.998703,0,QRKTK
262543,32:25.3,-6.07E-07,4.998647,0,cbKDN
262544,32:26.0,-6.75E-07,4.99865,0,JJNHR
262545,32:26.7,-6.86E-07,4.998649,0,VGLMA
262546,32:27.4,-5.60E-07,4.99874,0,RDHAc
262547,32:28.2,-6.29E-07,4.998818,0,bXQRG
262548,32:28.9,-7.05E-07,4.998795,0,LHQGM
262549,32:29.6,-5.49E-07,4.998767,0,DbGWZ
262550,32:30.4,-6.40E-07,4.998755,0,RDVTM
262551,32:31.1,-8.01E-07,4.998723,0,aMbDb
262552,32:31.8,-6.54E-07,4.998698,0,LKRFU
262553,32:32.6,-6.47E-07,4.998672,0,WXYXT
262554,32:33.3,-5.24E-07,4.998668,0,BFAIN
262555,32:34.0,-7.89E-07,4.998652,0,LURZJ
262556,32:34.7,-6.94E-07,4.998631,0,RLBKG
262557,32:35.5,-4.53E-07,4.998621,0,QTVGW
262558,32:36.2,-7.22E-07,4.998626,0,cKWRB
262559,32:36.9,-5.90E-07,4.99878,0,BIcHN
262560,32:37.7,-5.98E-07,4.998745,0,PNFNK
262561,32:38.4,-7.58E-07,4.99873,0,DPUDH
262562,32:39.1,-6.08E-07,4.998706,0,LGYVH
262563,32:39.9,-4.86E-07,4.998696,0,NNGXX
262564,32:40.6,-6.84E-07,4.998674,0,QNDZA
262565,32:41.3,-3.90E-07,4.998667,0,CaPDV
262566,32:42.0,-5.97E-07,4.998635,0,ANXCa
262567,32:42.8,-5.77E-07,4.998602,0,HBJDH
262568,32:43.5,-5.90E-07,4.998596,0,RPLPZ
262569,32:44.2,-3.85E-07,4.99876,0,IUaUF
262570,32:45.0,-4.81E-07,4.998749,0,JaFZN
262571,32:45.7,-5.39E-07,4.998728,0,cZPMY
262572,32:46.4,-5.01E-07,4.998711,0,DHHcB
262573,32:47.2,-4.40E-07,4.998682,0,RDbbE
262574,32:47.9,-5.73E-07,4.998667,0,ZUNHF
262575,32:48.6,-6.61E-07,4.998672,0,NXaKR
262576,32:49.3,-6.62E-07,4.998627,0,RGGVX
262577,32:50.1,-6.03E-07,4.998619,0,KXXLU
262578,32:50.8,-5.93E-07,4.998775,0,TMMbX
262579,32:51.5,-5.45E-07,4.998765,0,HcYOR
262580,32:52.3,-6.28E-07,4.99876,0,IIXbP
262581,32:53.0,-4.11E-07,4.998731,0,KNIHR
262582,32:53.7,-3.28E-07,4.998714,0,JKbFV
262583,32:54.5,-5.78E-07,4.998684,0,PHSOG
262584,32:55.2,-5.25E-07,4.998673,0,PFYDN
262585,32:55.9,-4.45E-07,4.998642,0,KKVZW
262586,32:56.6,-5.78E-07,4.998627,0,OaASG
262587,32:57.4,-6.74E-07,4.99861,0,cOVFM
262588,32:58.1,-5.10E-07,4.998811,0,IMYGH
262589,32:58.8,-4.91E-07,4.9988,0,TCAYU
262590,32:59.6,-4.58E-07,4.998802,0,ARBKc
262591,33:00.3,-5.24E-07,4.998745,0,PJcFc
262592,33:01.0,-6.08E-07,4.998724,0,TJNAH
262593,33:01.8,-5.92E-07,4.998707,0,NUOQO
262594,33:02.5,-4.90E-07,4.998708,0,RNcAP
262595,33:03.2,-5.56E-07,4.998696,0,HKOLN
262596,33:03.9,-4.76E-07,4.99867,0,NFFPB
262597,33:04.7,-4.97E-07,4.998653,0,BEFDG
262598,33:05.4,-6.82E-07,4.998633,0,VROYa
262599,33:06.1,-5.78E-07,4.998784,0,RFMVJ
262600,33:06.9,-6.22E-07,4.998778,0,HIZXM
262601,33:07.6,-6.51E-07,4.998723,0,JBFDW
262602,33:08.3,-5.48E-07,4.998694,0,QTLOJ
262603,33:09.1,-5.45E-07,4.998683,0,UGNbD
262604,33:09.8,-5.25E-07,4.998652,0,ELTTD
262605,33:10.5,-6.61E-07,4.99865,0,NLOPU
262606,33:11.2,-6.44E-07,4.998621,0,UTHDC
