Record #,Time,Ch 101 (VDC),Ch 102 (VDC),Alarm Output,Signature
275599,11:16.2,-4.23E-07,4.998497,0,KPZAR
275600,11:17.0,-6.32E-07,4.998507,0,cWERa
275601,11:17.7,-4.99E-07,4.998487,0,ALbGY
275602,11:18.4,-5.09E-07,4.998472,0,aTaHM
275603,11:19.2,-5.05E-07,4.998462,0,MMORR
275604,11:19.9,-6.93E-07,4.99861,0,ZZHHQ
275605,11:20.6,-6.56E-07,4.998658,0,aaUWc
275606,11:21.3,-5.60E-07,4.998631,0,cSMFG
275607,11:22.1,-5.62E-07,4.998591,0,HGRGB
275608,11:22.8,-5.65E-07,4.998595,0,cDbPV
275609,11:23.5,-5.11E-07,4.998561,0,BWPUT
275610,11:24.3,-6.50E-07,4.998548,0,PLcLE
275611,11:25.0,-7.33E-07,4.998525,0,RRFLG
275612,11:25.7,-6.30E-07,4.998516,0,TKHDG
275613,11:26.5,-7.44E-07,4.998487,0,MRCRR
275614,11:27.2,-6.68E-07,4.99847,0,SVOUC
275615,11:27.9,-6.18E-07,4.998479,0,JPJVW
275616,11:28.6,-6.58E-07,4.998463,0,ObLPD
275617,11:29.4,-6.37E-07,4.998662,0,GFcIc
275618,11:30.1,-4.48E-07,4.998649,0,YNNGJ
275619,11:30.8,-6.01E-07,4.998628,0,DDUZI
275620,11:31.6,-4.50E-07,4.99862,0,bBIFb
275621,11:32.3,-4.94E-07,4.998605,0,LHMDI
275622,11:33.0,-5.12E-07,4.998586,0,IaHOa
275623,11:33.8,-5.20E-07,4.998576,0,JOYYB
275624,11:34.5,-5.90E-07,4.998575,0,FHZFY
275625,11:35.2,-5.24E-07,4.998569,0,VFZJS
275626,11:35.9,-3.73E-07,4.998541,0,MOVBR
275627,11:36.7,-5.75E-07,4.998504,0,bAPaE
275628,11:37.4,-5.00E-07,4.998535,0,NDTVR
275629,11:38.1,-6.38E-07,4.998509,0,ZVOMa
275630,11:38.9,-6.69E-07,4.998484,0,ADJWB
275631,11:39.6,-5.16E-07,4.998475,0,ZDZaR
275632,11:40.3,-5.64E-07,4.998667,0,UMCLD
275633,11:41.1,-3.95E-07,4.99865,0,cDLPb
275634,11:41.8,-7.59E-07,4.998667,0,BGHcC
275635,11:42.5,-6.27E-07,4.998633,0,JKVAF
275636,11:43.2,-4.24E-07,4.998615,0,KQUaX
275637,11:44.0,-5.66E-07,4.998576,0,UXZcN
275638,11:44.7,-4.69E-07,4.998565,0,XcFQW
275639,11:45.4,-7.35E-07,4.998581,0,EPIFU
275640,11:46.2,-5.72E-07,4.998568,0,WaANS
275641,11:46.9,-5.03E-07,4.998534,0,GBaEQ
275642,11:47.6,-6.27E-07,4.998494,0,VSEBY
275643,11:48.4,-6.68E-07,4.99848,0,aRGcB
275644,11:49.1,-7.66E-07,4.998584,0,GFHXM
275645,11:49.8,-4.75E-07,4.998634,0,EVKBI
275646,11:50.5,-5.23E-07,4.998603,0,LYVYM
275647,11:51.3,-4.71E-07,4.998586,0,LaWPC
275648,11:52.0,-5.23E-07,4.998557,0,AGVHD
275649,11:52.7,-6.47E-07,4.998541,0,cVQHF
275650,11:53.5,-5.74E-07,4.998556,0,cJLON
275651,11:54.2,-7.29E-07,4.998511,0,BaBFc
275652,11:54.9,-4.07E-07,4.998488,0,SVRaX
275653,11:55.7,-6.48E-07,4.99849,0,bWDaX
275654,11:56.4,-6.11E-07,4.998482,0,KERWB
275655,11:57.1,-7.14E-07,4.998622,0,RcVMO
275656,11:57.8,-6.95E-07,4.998607,0,KJNcM
275657,11:58.6,-6.74E-07,4.998606,0,EMZPX
275658,11:59.3,-4.24E-07,4.998589,0,YKZcF
275659,12:00.0,-4.36E-07,4.998568,0,JOVIZ
275660,12:00.8,-6.34E-07,4.998534,0,NAZHO
275661,12:01.5,-5.88E-07,4.998514,0,DcaGV
275662,12:02.2,-6.44E-07,4.998501,0,TWHJG
275663,12:03.0,-5.75E-07,4.998493,0,KEXTD
275664,12:03.7,-6.01E-07,4.998481,0,FFAHc
275665,12:04.4,-4.15E-07,4.998469,0,aKFVD
275666,12:05.1,-5.75E-07,4.998471,0,bPGaP
275667,12:05.9,-5.74E-07,4.998649,0,JFEbV
275668,12:06.6,-6.26E-07,4.99861,0,ZVQRZ
275669,12:07.3,-5.64E-07,4.99862,0,RNGFG
275670,12:08.1,-5.99E-07,4.998592,0,OREaa
275671,12:08.8,-4.37E-07,4.998579,0,aRcMZ
275672,12:09.5,-5.14E-07,4.998557,0,VYVEH
275673,12:10.3,-7.62E-07,4.99857,0,RXaVU
275674,12:11.0,-7.68E-07,4.998548,0,BHJCH
275675,12:11.7,-6.02E-07,4.998509,0,ORXYR
275676,12:12.4,-5.30E-07,4.998497,0,HbbQJ
275677,12:13.2,-6.56E-07,4.99851,0,CAWbD
275678,12:13.9,-5.19E-07,4.998485,0,LKHTG
275679,12:14.6,-4.91E-07,4.998625,0,HVDDQ
275680,12:15.4,-5.90E-07,4.998641,0,cFDXO
275681,12:16.1,-6.27E-07,4.998635,0,GJaAa
275682,12:16.8,-5.45E-07,4.998594,0,KAVUV
275683,12:17.6,-5.92E-07,4.998595,0,FTFbZ
275684,12:18.3,-8.33E-07,4.998576,0,ORMMb
275685,12:19.0,-5.14E-07,4.99855,0,RKEJU
275686,12:19.7,-4.93E-07,4.998543,0,DHXGX
275687,12:20.5,-4.90E-07,4.998544,0,BQQKR
275688,12:21.2,-4.53E-07,4.998528,0,QbaUZ
275689,12:21.9,-6.32E-07,4.9985,0,AIGBV
275690,12:22.7,-5.14E-07,4.998463,0,TZLYF
275691,12:23.4,-6.84E-07,4.998619,0,VQFWb
275692,12:24.1,-5.16E-07,4.998609,0,KJGRJ
275693,12:24.9,-4.75E-07,4.998598,0,JXBaL
275694,12:25.6,-6.50E-07,4.998581,0,QELUJ
275695,12:26.3,-6.57E-07,4.998553,0,GGHXD
275696,12:27.0,-7.41E-07,4.99852,0,DHVKD
275697,12:27.8,-6.50E-07,4.998514,0,VaUNA
275698,12:28.5,-6.39E-07,4.998502,0,RJOHA
275699,12:29.2,-6.73E-07,4.998484,0,BFIUP
275700,12:30.0,-5.66E-07,4.998456,0,HUDTc
275701,12:30.7,-5.14E-07,4.998467,0,WMDYZ
275702,12:31.4,-5.84E-07,4.998652,0,TNcOQ
275703,12:32.2,-5.14E-07,4.998657,0,XRVBV
275704,12:32.9,-6.20E-07,4.998631,0,UPDRR
275705,12:33.6,-5.76E-07,4.998596,0,PbLRM
275706,12:34.3,-7.72E-07,4.998593,0,KKTRX
275707,12:35.1,-6.05E-07,4.998602,0,cDYCR
275708,12:35.8,-6.01E-07,4.998551,0,PXEMS
275709,12:36.5,-6.45E-07,4.998546,0,DUaDJ
275710,12:37.3,-4.58E-07,4.998518,0,QbAON
275711,12:38.0,-5.06E-07,4.998501,0,cPRYF
275712,12:38.7,-4.68E-07,4.998491,0,WVRcX
275713,12:39.5,-4.26E-07,4.998478,0,VNOJa
275714,12:40.2,-5.46E-07,4.998634,0,GIXDa
275715,12:40.9,-5.50E-07,4.998589,0,JaRXV
275716,12:41.6,-6.09E-07,4.998572,0,HDZBJ
275717,12:42.4,-4.28E-07,4.998571,0,HJHNY
275718,12:43.1,-5.59E-07,4.998566,0,GGHGV
275719,12:43.8,-6.03E-07,4.99853,0,GNQVO
275720,12:44.6,-7.22E-07,4.998509,0,VDREA
275721,12:45.3,-7.36E-07,4.998507,0,VADVU
275722,12:46.0,-5.13E-07,4.998508,0,MHXHU
275723,12:46.8,-4.75E-07,4.998486,0,KMYOF
275724,12:47.5,-6.29E-07,4.998674,0,RVRXH
275725,12:48.2,-5.79E-07,4.99865,0,ODGJO
275726,12:48.9,-4.83E-07,4.998621,0,RCVWQ
275727,12:49.7,-5.47E-07,4.998612,0,KMKXZ
275728,12:50.4,-6.62E-07,4.998603,0,ROYHZ
275729,12:51.1,-3.80E-07,4.99859,0,SBNRU
275730,12:51.9,-4.99E-07,4.998562,0,VFGDP
275731,12:52.6,-5.33E-07,4.998548,0,aEFHX
275732,12:53.3,-7.02E-07,4.998514,0,ZRILP
275733,12:54.1,-6.27E-07,4.998495,0,HLKPL
275734,12:54.8,-5.24E-07,4.99848,0,baaFJ
275735,12:55.5,-5.52E-07,4.998466,0,aKMZW
275736,12:56.2,-5.37E-07,4.998471,0,WOXFD
275737,12:57.0,-5.14E-07,4.998603,0,OFOXU
275738,12:57.7,-4.78E-07,4.998606,0,ALaMK
275739,12:58.4,-4.96E-07,4.998568,0,RJLPV
275740,12:59.2,-3.07E-07,4.998556,0,MENcK
275741,12:59.9,-6.67E-07,4.99856,0,UVBRD
275742,13:00.6,-6.32E-07,4.998528,0,YOMYD
275743,13:01.4,-6.38E-07,4.998536,0,bJFQF
275744,13:02.1,-6.48E-07,4.998494,0,MbAIM
275745,13:02.8,-5.65E-07,4.998484,0,HTLDc
275746,13:03.5,-6.30E-07,4.998463,0,FGKDL
275747,13:04.3,-3.83E-07,4.998478,0,XYOaR
275748,13:05.0,-3.72E-07,4.998626,0,CDaLG
275749,13:05.7,-6.67E-07,4.998617,0,bbFVO
275750,13:06.5,-4.57E-07,4.998608,0,aZDbX
275751,13:07.2,-4.31E-07,4.998579,0,POWDH
275752,13:07.9,-6.25E-07,4.998571,0,VRGVI
275753,13:08.7,-6.87E-07,4.998526,0,MYcOP
275754,13:09.4,-6.08E-07,4.99852,0,LbZRB
275755,13:10.1,-6.18E-07,4.998503,0,RSVNK
275756,13:10.8,-5.53E-07,4.998491,0,KRDHN
275757,13:11.6,-4.53E-07,4.998484,0,HKcaX
275758,13:12.3,-7.08E-07,4.998463,0,HQaRb
275759,13:13.0,-5.26E-07,4.998607,0,BDWcO
275760,13:13.8,-4.86E-07,4.998577,0,BVQTD
275761,13:14.5,-6.79E-07,4.998571,0,ZPbZM
275762,13:15.2,-6.86E-07,4.998552,0,RaBOH
275763,13:16.0,-6.13E-07,4.998555,0,SZNXM
275764,13:16.7,-6.74E-07,4.998518,0,WLaDc
275765,13:17.4,-6.39E-07,4.998506,0,aPHER
275766,13:18.1,-5.11E-07,4.998511,0,bDRKL
275767,13:18.9,-6.57E-07,4.998501,0,VBcRD
275768,13:19.6,-6.62E-07,4.998477,0,YHbOc
275769,13:20.3,-5.49E-07,4.998456,0,BRMPQ
275770,13:21.1,-6.15E-07,4.998606,0,BXXaM
275771,13:21.8,-4.32E-07,4.998604,0,TKLWR
275772,13:22.5,-5.76E-07,4.998579,0,AWURB
275773,13:23.3,-6.98E-07,4.998556,0,cELQR
275774,13:24.0,-5.47E-07,4.998532,0,DGbZF
275775,13:24.7,-5.32E-07,4.998533,0,ZKbAZ
275776,13:25.4,-5.65E-07,4.998526,0,BBHVY
275777,13:26.2,-4.14E-07,4.998498,0,SEDLW
275778,13:26.9,-4.89E-07,4.998491,0,AAGbE
275779,13:27.6,-7.18E-07,4.998461,0,KAMMN
275780,13:28.4,-6.57E-07,4.998457,0,TaNaX
275781,13:29.1,-5.89E-07,4.998586,0,JMJaD
275782,13:29.8,-5.26E-07,4.998573,0,HNQYB
275783,13:30.6,-5.05E-07,4.998535,0,cIbAP
275784,13:31.3,-4.65E-07,4.998541,0,ZHQMV
275785,13:32.0,-5.06E-07,4.998539,0,RKVFH
275786,13:32.7,-4.18E-07,4.998525,0,UQAIX
275787,13:33.5,-7.85E-07,4.998518,0,FHJXX
275788,13:34.2,-6.72E-07,4.998499,0,abXXO
275789,13:34.9,-4.92E-07,4.998483,0,KBVNG
275790,13:35.7,-7.25E-07,4.998485,0,cWWRY
275791,13:36.4,-5.48E-07,4.998458,0,NDTNJ
275792,13:37.1,-5.85E-07,4.998612,0,PBLbO
275793,13:37.9,-5.06E-07,4.998589,0,GKQVX
275794,13:38.6,-4.86E-07,4.998577,0,TTOOQ
275795,13:39.3,-3.75E-07,4.998568,0,ORRRR
275796,13:40.0,-5.20E-07,4.998528,0,RFCNc
275797,13:40.8,-4.60E-07,4.998513,0,JTKXG
275798,13:41.5,-7.24E-07,4.998486,0,bDKKY
275799,13:42.2,-4.82E-07,4.998479,0,cGHAA
275800,13:43.0,-6.04E-07,4.99847,0,LFNFU
275801,13:43.7,-2.96E-07,4.998474,0,PcROO
275802,13:44.4,-5.35E-07,4.998457,0,VGRQU
275803,13:45.2,-6.49E-07,4.998499,0,aYVSG
275804,13:45.9,-6.40E-07,4.9986,0,RBJLP
275805,13:46.6,-6.30E-07,4.998592,0,DbaZb
275806,13:47.3,-5.34E-07,4.998549,0,KcCJN
275807,13:48.1,-7.05E-07,4.99854,0,VRURS
275808,13:48.8,-6.13E-07,4.998501,0,TbVBL
275809,13:49.5,-5.98E-07,4.998518,0,aOVJb
275810,13:50.3,-4.59E-07,4.998505,0,UAWZD
275811,13:51.0,-5.43E-07,4.998466,0,RWTYb
275812,13:51.7,-5.97E-07,4.998443,0,BZBZa
275813,13:52.5,-4.94E-07,4.998429,0,GVNAK
275814,13:53.2,-4.88E-07,4.99861,0,PINMS
275815,13:53.9,-6.36E-07,4.998586,0,YJbLT
275816,13:54.6,-5.54E-07,4.998552,0,MOFQD
275817,13:55.4,-4.60E-07,4.998549,0,ZXKZB
275818,13:56.1,-6.27E-07,4.998522,0,RPJDV
275819,13:56.8,-6.41E-07,4.998503,0,OJRMS
275820,13:57.6,-7.68E-07,4.998482,0,TGaIM
275821,13:58.3,-4.96E-07,4.998471,0,FJJFO
275822,13:59.0,-6.24E-07,4.998461,0,MaDHA
275823,13:59.8,-7.57E-07,4.998448,0,LHHVO
275824,14:00.5,-5.64E-07,4.998477,0,DGHOO
275825,14:01.2,-6.92E-07,4.998465,0,QALJO
275826,14:01.9,-5.74E-07,4.998607,0,HOZVR
275827,14:02.7,-5.81E-07,4.998579,0,ZHcOX
275828,14:03.4,-7.15E-07,4.998548,0,AHWOD
275829,14:04.1,-6.09E-07,4.998561,0,DADLZ
275830,14:04.9,-2.82E-07,4.998542,0,WMTFK
275831,14:05.6,-5.14E-07,4.998513,0,XRZKG
275832,14:06.3,-6.80E-07,4.998483,0,SMXNc
275833,14:07.1,-4.70E-07,4.99848,0,bJNaU
275834,14:07.8,-6.34E-07,4.998472,0,BKTCH
275835,14:08.5,-7.01E-07,4.998463,0,XMaWV
275836,14:09.2,-5.24E-07,4.998597,0,FHHTW
275837,14:10.0,-5.46E-07,4.998581,0,OGIPV
275838,14:10.7,-5.85E-07,4.998581,0,TAXIb
275839,14:11.4,-4.64E-07,4.99857,0,JbFQR
275840,14:12.2,-4.78E-07,4.998569,0,aXZaB
275841,14:12.9,-4.87E-07,4.998559,0,PNJKG
275842,14:13.6,-6.36E-07,4.998532,0,VWGZX
275843,14:14.4,-4.67E-07,4.998513,0,QFJOA
275844,14:15.1,-5.27E-07,4.99851,0,AUOWJ
275845,14:15.8,-5.80E-07,4.998492,0,DaHDR
275846,14:16.5,-5.21E-07,4.998466,0,HTAVN
275847,14:17.3,-4.58E-07,4.998458,0,KBBVK
275848,14:18.0,-5.35E-07,4.998605,0,TUYTK
275849,14:18.7,-6.39E-07,4.998585,0,QBQWK
275850,14:19.5,-4.26E-07,4.99856,0,URabH
275851,14:20.2,-5.41E-07,4.99853,0,QcAFc
275852,14:20.9,-3.94E-07,4.998529,0,HPJVN
275853,14:21.7,-3.70E-07,4.998523,0,bMVXb
275854,14:22.4,-6.35E-07,4.998518,0,RcaVV
275855,14:23.1,-6.28E-07,4.9985,0,FbBMa
275856,14:23.8,-6.26E-07,4.998484,0,VBbTM
275857,14:24.6,-5.20E-07,4.998465,0,bDWMR
275858,14:25.3,-5.40E-07,4.998646,0,DXAMO
275859,14:26.0,-3.02E-07,4.998651,0,GHaUD
275860,14:26.8,-5.11E-07,4.998626,0,EILHM
275861,14:27.5,-5.43E-07,4.998583,0,CUcRS
275862,14:28.2,-6.00E-07,4.998566,0,THDPT
275863,14:29.0,-6.43E-07,4.998574,0,ROZNc
275864,14:29.7,-5.50E-07,4.998559,0,FJFMG
275865,14:30.4,-7.05E-07,4.998536,0,DWMYN
275866,14:31.1,-7.51E-07,4.998506,0,KcbSF
275867,14:31.9,-6.93E-07,4.998493,0,GCHMO
275868,14:32.6,-6.33E-07,4.998484,0,SMQGH
275869,14:33.3,-7.65E-07,4.998488,0,BIcaG
275870,14:34.1,-7.15E-07,4.99847,0,KCWWL
275871,14:34.8,-4.66E-07,4.998456,0,AVYJD
275872,14:35.5,-4.53E-07,4.998612,0,FIaaF
275873,14:36.3,-4.72E-07,4.998612,0,NXRaU
275874,14:37.0,-3.92E-07,4.998583,0,bOFBX
275875,14:37.7,-4.52E-07,4.998562,0,JVHKN
275876,14:38.4,-5.68E-07,4.998528,0,GHPQF
275877,14:39.2,-4.82E-07,4.998543,0,DNFSZ
275878,14:39.9,-4.51E-07,4.998537,0,RQFWa
275879,14:40.6,-4.69E-07,4.9985,0,JMIcK
275880,14:41.4,-5.96E-07,4.998461,0,KNEAb
275881,14:42.1,-5.27E-07,4.998466,0,SHWMM
275882,14:42.8,-6.32E-07,4.998478,0,RAbAa
275883,14:43.6,-6.34E-07,4.998616,0,LQbNH
275884,14:44.3,-4.20E-07,4.998607,0,UOTSB
275885,14:45.0,-5.50E-07,4.99858,0,aZLLI
275886,14:45.7,-5.72E-07,4.998563,0,HcAJA
275887,14:46.5,-5.06E-07,4.998531,0,cCRFB
275888,14:47.2,-5.83E-07,4.998512,0,MTADY
275889,14:47.9,-7.61E-07,4.998501,0,VUIKA
275890,14:48.7,-3.59E-07,4.998483,0,FRKNP
275891,14:49.4,-6.16E-07,4.998477,0,HFDLB
275892,14:50.1,-5.71E-07,4.998482,0,bVVWG
275893,14:50.9,-6.74E-07,4.998471,0,JCaDb
275894,14:51.6,-5.14E-07,4.998625,0,UNHVG
275895,14:52.3,-5.25E-07,4.998598,0,ILCKU
275896,14:53.0,-4.15E-07,4.998584,0,JQMPc
275897,14:53.8,-5.98E-07,4.998551,0,OBJMD
275898,14:54.5,-3.87E-07,4.998557,0,XTXHT
275899,14:55.2,-6.01E-07,4.998518,0,PSRGO
275900,14:56.0,-3.98E-07,4.998512,0,ETBFc
275901,14:56.7,-6.08E-07,4.998502,0,TUOAX
275902,14:57.4,-5.84E-07,4.998513,0,GLFNQ
275903,14:58.2,-7.04E-07,4.998502,0,DTAMM
275904,14:58.9,-4.74E-07,4.998486,0,OcDKJ
275905,14:59.6,-6.29E-07,4.998593,0,FFbBX
275906,15:00.3,-5.64E-07,4.998617,0,LMGFY
275907,15:01.1,-4.67E-07,4.998603,0,VFcPN
275908,15:01.8,-5.78E-07,4.9986,0,ZcYVA
275909,15:02.5,-5.42E-07,4.998572,0,cbMLL
275910,15:03.3,-5.89E-07,4.998553,0,HIJMU
275911,15:04.0,-3.89E-07,4.998527,0,HZLMD
275912,15:04.7,-3.04E-07,4.998526,0,YYNEU
275913,15:05.5,-6.12E-07,4.998518,0,TGGYa
275914,15:06.2,-4.77E-07,4.998486,0,cRIQR
275915,15:06.9,-5.05E-07,4.998485,0,SSLDG
275916,15:07.6,-7.22E-07,4.998572,0,LDYAV
275917,15:08.4,-6.25E-07,4.998667,0,QGRFB
275918,15:09.1,-6.01E-07,4.998652,0,OIVPZ
275919,15:09.8,-3.07E-07,4.998611,0,YWRID
275920,15:10.6,-6.42E-07,4.998605,0,SWURZ
275921,15:11.3,-5.75E-07,4.998569,0,XDaKC
275922,15:12.0,-6.96E-07,4.99858,0,GVbIc
275923,15:12.8,-6.36E-07,4.998556,0,JZHbL
275924,15:13.5,-5.97E-07,4.99855,0,HMOHR
275925,15:14.2,-8.41E-07,4.998532,0,DIYDa
275926,15:14.9,-6.39E-07,4.998549,0,OBCDb
275927,15:15.7,-4.53E-07,4.99852,0,JHXBV
275928,15:16.4,-6.83E-07,4.998494,0,HcGOG
275929,15:17.1,-6.32E-07,4.998473,0,MEITb
275930,15:17.9,-5.54E-07,4.998487,0,BOAIb
275931,15:18.6,-5.90E-07,4.998631,0,NKbaB
275932,15:19.3,-5.46E-07,4.998584,0,ZHKDC
275933,15:20.1,-4.89E-07,4.99858,0,WbaRC
275934,15:20.8,-6.52E-07,4.99854,0,AWYaL
275935,15:21.5,-5.40E-07,4.99856,0,PGODZ
275936,15:22.2,-4.79E-07,4.998529,0,WJSDH
275937,15:23.0,-5.92E-07,4.998525,0,aHSVH
275938,15:23.7,-6.09E-07,4.998517,0,NLWbY
275939,15:24.4,-5.66E-07,4.998471,0,PAPbB
275940,15:25.2,-6.16E-07,4.998482,0,KCTab
275941,15:25.9,-7.08E-07,4.998464,0,BDOUK
275942,15:26.6,-4.68E-07,4.998616,0,NOBcN
275943,15:27.4,-8.81E-07,4.998603,0,CVDHX
275944,15:28.1,-6.70E-07,4.998593,0,QcVPZ
275945,15:28.8,-7.58E-07,4.99855,0,KKKJL
275946,15:29.5,-6.37E-07,4.998536,0,TJDZJ
275947,15:30.3,-8.99E-07,4.998522,0,GDAOb
275948,15:31.0,-6.45E-07,4.998497,0,VOJWc
275949,15:31.7,-6.01E-07,4.998477,0,DRKAS
275950,15:32.5,-6.76E-07,4.998478,0,YUNSK
275951,15:33.2,-7.45E-07,4.998468,0,YLLVZ
275952,15:33.9,-5.87E-07,4.998457,0,AaUPD
275953,15:34.7,-7.54E-07,4.998638,0,DJNGZ
275954,15:35.4,-5.58E-07,4.998618,0,DDFAH
275955,15:36.1,-5.46E-07,4.998598,0,bEHHE
275956,15:36.8,-5.90E-07,4.998586,0,UXQXR
275957,15:37.6,-8.40E-07,4.998575,0,LNGZD
275958,15:38.3,-6.70E-07,4.99857,0,EMAQC
275959,15:39.0,-5.34E-07,4.998542,0,TDFRO
275960,15:39.8,-6.83E-07,4.998536,0,bRVFA
275961,15:40.5,-5.80E-07,4.998518,0,RPQAW
275962,15:41.2,-4.48E-07,4.998496,0,QcZUJ
275963,15:42.0,-3.71E-07,4.998478,0,bFKBW
275964,15:42.7,-6.02E-07,4.998457,0,ZbALF
275965,15:43.4,-5.48E-07,4.998611,0,JDJDR
275966,15:44.1,-5.68E-07,4.998618,0,SNPDA
275967,15:44.9,-7.15E-07,4.998601,0,VKaJR
275968,15:45.6,-7.07E-07,4.998566,0,RFVFA
275969,15:46.3,-6.62E-07,4.99854,0,DXWMS
275970,15:47.1,-5.51E-07,4.998531,0,cBbNc
275971,15:47.8,-4.43E-07,4.998522,0,FMWDF
275972,15:48.5,-6.07E-07,4.998498,0,RaLPM
275973,15:49.3,-5.69E-07,4.998484,0,bQDUH
275974,15:50.0,-5.36E-07,4.998483,0,MXAVL
275975,15:50.7,-5.28E-07,4.998483,0,KHVaQ
275976,15:51.4,-5.50E-07,4.998485,0,VHBMO
275977,15:52.2,-7.30E-07,4.998668,0,FOHBa
275978,15:52.9,-7.00E-07,4.998631,0,LDVaG
275979,15:53.6,-6.46E-07,4.998587,0,VEWPU
275980,15:54.4,-5.89E-07,4.998604,0,ZQHHM
275981,15:55.1,-5.19E-07,4.998589,0,cLBaK
275982,15:55.8,-3.93E-07,4.998564,0,HWRHX
275983,15:56.6,-6.77E-07,4.998535,0,MVDQH
275984,15:57.3,-5.92E-07,4.998522,0,FDVRD
275985,15:58.0,-4.07E-07,4.998529,0,JRJAO
275986,15:58.7,-6.36E-07,4.998518,0,aDbLZ
275987,15:59.5,-6.86E-07,4.998494,0,JFOSK
275988,16:00.2,-6.58E-07,4.998472,0,GcENa
275989,16:00.9,-7.89E-07,4.998472,0,LHTBD
275990,16:01.7,-6.71E-07,4.998646,0,KPTQQ
275991,16:02.4,-7.10E-07,4.998632,0,bFbTa
275992,16:03.1,-6.06E-07,4.998615,0,cPAcE
275993,16:03.9,-5.79E-07,4.998587,0,aHKBT
275994,16:04.6,-5.29E-07,4.998578,0,DMION
275995,16:05.3,-5.58E-07,4.998567,0,WASAA
275996,16:06.0,-5.01E-07,4.998553,0,LGRcN
275997,16:06.8,-7.19E-07,4.998524,0,cORaJ
275998,16:07.5,-5.86E-07,4.99849,0,bRWIc
275999,16:08.2,-5.09E-07,4.998479,0,aNYXV
276000,16:09.0,-4.40E-07,4.99848,0,FXAHO
276001,16:09.7,-5.86E-07,4.998462,0,bWEbV
276002,16:10.4,-6.39E-07,4.998621,0,aRHbD
276003,16:11.2,-5.46E-07,4.998602,0,BABEc
276004,16:11.9,-6.41E-07,4.998584,0,HJFcc
276005,16:12.6,-6.99E-07,4.998571,0,BDaLB
276006,16:13.3,-3.24E-07,4.998564,0,DOFHX
276007,16:14.1,-6.79E-07,4.998541,0,RVUYL
276008,16:14.8,-5.35E-07,4.998513,0,QaJcX
276009,16:15.5,-5.34E-07,4.99849,0,OLRaW
276010,16:16.3,-5.42E-07,4.998516,0,bFHHb
276011,16:17.0,-5.68E-07,4.998497,0,JVRTb
276012,16:17.7,-5.11E-07,4.99846,0,FDcbF
276013,16:18.5,-4.77E-07,4.998629,0,ZXWGU
276014,16:19.2,-5.92E-07,4.998613,0,NKOOL
276015,16:19.9,-7.28E-07,4.998589,0,KRGLX
276016,16:20.6,-6.20E-07,4.998559,0,PFcRB
276017,16:21.4,-4.94E-07,4.998546,0,OYFYQ
276018,16:22.1,-5.47E-07,4.998517,0,bASGM
276019,16:22.8,-6.00E-07,4.998529,0,FOYQU
276020,16:23.6,-4.71E-07,4.998505,0,ARLAc
276021,16:24.3,-5.21E-07,4.998495,0,QTKbN
276022,16:25.0,-6.75E-07,4.998494,0,TbRJF
276023,16:25.8,-6.14E-07,4.998482,0,GEKTV
276024,16:26.5,-5.67E-07,4.998674,0,HCOLV
276025,16:27.2,-4.65E-07,4.998663,0,ZcZHB
276026,16:27.9,-5.29E-07,4.998657,0,DDWOJ
276027,16:28.7,-7.77E-07,4.998622,0,OZFXL
276028,16:29.4,-4.79E-07,4.998597,0,UATMP
276029,16:30.1,-5.44E-07,4.998606,0,TbMOQ
276030,16:30.9,-6.21E-07,4.998568,0,ACJFc
276031,16:31.6,-4.28E-07,4.998566,0,GNZMD
276032,16:32.3,-4.97E-07,4.998534,0,IaDac
276033,16:33.1,-5.65E-07,4.998531,0,SZcFa
276034,16:33.8,-5.32E-07,4.99852,0,bMGNA
276035,16:34.5,-5.18E-07,4.998511,0,XDIVV
276036,16:35.2,-3.82E-07,4.998488,0,ZFOaI
276037,16:36.0,-5.56E-07,4.998474,0,OLZYF
276038,16:36.7,-3.63E-07,4.998469,0,AZVFc
276039,16:37.4,-4.70E-07,4.998649,0,XYISK
276040,16:38.2,-5.15E-07,4.998633,0,HPOFM
276041,16:38.9,-5.64E-07,4.998606,0,WTCac
276042,16:39.6,-6.30E-07,4.998595,0,KQScN
276043,16:40.4,-6.09E-07,4.998556,0,AGZaN
276044,16:41.1,-4.73E-07,4.99856,0,FcXRc
276045,16:41.8,-5.67E-07,4.998533,0,cXUNJ
276046,16:42.5,-5.94E-07,4.998504,0,HTIRL
276047,16:43.3,-5.10E-07,4.998499,0,GABJN
276048,16:44.0,-6.61E-07,4.998474,0,ZWMZD
276049,16:44.7,-6.89E-07,4.99848,0,OVZRT
276050,16:45.5,-5.69E-07,4.998507,0,HHAIQ
276051,16:46.2,-5.99E-07,4.998596,0,LILXK
276052,16:46.9,-4.17E-07,4.998586,0,JCPGF
276053,16:47.7,-6.49E-07,4.998583,0,ZDPQJ
276054,16:48.4,-6.98E-07,4.998581,0,HVJIK
276055,16:49.1,-5.99E-07,4.998545,0,cZUPD
276056,16:49.8,-5.78E-07,4.998517,0,cTYRX
276057,16:50.6,-7.48E-07,4.998509,0,AHVHD
276058,16:51.3,-4.77E-07,4.998515,0,RXKJR
276059,16:52.0,-5.37E-07,4.998514,0,QNOcR
276060,16:52.8,-4.55E-07,4.998482,0,HbRGP
276061,16:53.5,-7.23E-07,4.998468,0,YJQVB
276062,16:54.2,-7.65E-07,4.998603,0,FRbKX
