Record #,Time,Ch 101 (VDC),Ch 102 (VDC),Alarm Output,Signature
393263,02:51.3,-6.09E-07,4.998487,0,ONbKb
393264,02:52.1,-4.91E-07,4.998505,0,XOIQS
393265,02:52.8,-5.96E-07,4.998611,0,QDGBP
393266,02:53.5,-6.10E-07,4.998588,0,BOKTP
393267,02:54.2,-3.61E-07,4.998585,0,LJGYH
393268,02:55.0,-5.85E-07,4.998554,0,EbHaM
393269,02:55.7,-5.57E-07,4.998519,0,NcUQV
393270,02:56.4,-5.18E-07,4.998496,0,UXTCJ
393271,02:57.2,-5.24E-07,4.998505,0,LNaKR
393272,02:57.9,-5.56E-07,4.998503,0,IBLcK
393273,02:58.6,-5.88E-07,4.998475,0,FVOVQ
393274,02:59.4,-6.28E-07,4.998438,0,GZVRc
393275,03:00.1,-5.17E-07,4.998606,0,AcZMY
393276,03:00.8,-4.41E-07,4.998581,0,QYKDb
393277,03:01.5,-4.52E-07,4.998587,0,TXXHW
393278,03:02.3,-3.43E-07,4.998555,0,HMGTD
393279,03:03.0,-2.42E-07,4.998542,0,JcRDO
393280,03:03.7,-3.97E-07,4.998517,0,OHPJV
393281,03:04.5,-4.41E-07,4.998526,0,FJYTb
393282,03:05.2,-4.38E-07,4.998502,0,JFLGF
393283,03:05.9,-4.76E-07,4.998496,0,TQQNZ
393284,03:06.7,-4.34E-07,4.998487,0,bMDRS
393285,03:07.4,-4.26E-07,4.99847,0,FMcGK
393286,03:08.1,-6.22E-07,4.99868,0,VaSUD
393287,03:08.8,-4.14E-07,4.998649,0,MBKAM
393288,03:09.6,-6.01E-07,4.998622,0,SAJIS
393289,03:10.3,-5.20E-07,4.998604,0,FHMKG
393290,03:11.0,-5.23E-07,4.998604,0,LPRFE
393291,03:11.8,-5.22E-07,4.998582,0,JVHAX
393292,03:12.5,-4.45E-07,4.998554,0,HUHNX
393293,03:13.2,-4.51E-07,4.998527,0,FNcJb
393294,03:14.0,-6.29E-07,4.998526,0,KLaOD
393295,03:14.7,-4.25E-07,4.998515,0,ROKDD
393296,03:15.4,-3.53E-07,4.998514,0,ZMIWT
393297,03:16.1,-4.94E-07,4.998496,0,JROOU
393298,03:16.9,-4.84E-07,4.998493,0,SXLPO
393299,03:17.6,-6.81E-07,4.998466,0,OcRNa
393300,03:18.3,-4.80E-07,4.998668,0,IVDcO
393301,03:19.1,-5.92E-07,4.998662,0,UDIFD
393302,03:19.8,-3.89E-07,4.998647,0,REJLU
393303,03:20.5,-5.58E-07,4.998605,0,ORBXb
393304,03:21.3,-4.71E-07,4.998584,0,DNRGa
393305,03:22.0,-6.27E-07,4.998582,0,KEHHM
393306,03:22.7,-5.20E-07,4.998588,0,ARYNT
393307,03:23.4,-6.07E-07,4.998553,0,UZaSO
393308,03:24.2,-5.19E-07,4.998521,0,DNLRJ
393309,03:24.9,-4.25E-07,4.998531,0,OVSVH
393310,03:25.6,-4.83E-07,4.998526,0,LHYNW
393311,03:26.4,-5.14E-07,4.998522,0,VBFRI
393312,03:27.1,-5.32E-07,4.998498,0,HMDNH
393313,03:27.8,-4.92E-07,4.998474,0,TKGJF
393314,03:28.6,-6.41E-07,4.998626,0,bEbMD
393315,03:29.3,-5.79E-07,4.998621,0,PEcIN
393316,03:30.0,-5.84E-07,4.998594,0,CFUYF
393317,03:30.7,-5.67E-07,4.998572,0,OaWQQ
393318,03:31.5,-4.91E-07,4.998528,0,ZQXKD
393319,03:32.2,-5.93E-07,4.998538,0,KRAAK
393320,03:32.9,-5.81E-07,4.998532,0,AZcHZ
393321,03:33.7,-6.72E-07,4.998526,0,PGLOc
393322,03:34.4,-6.91E-07,4.998495,0,cDDZT
393323,03:35.1,-5.91E-07,4.998466,0,UUDHU
393324,03:35.9,-7.01E-07,4.998456,0,cWMYQ
393325,03:36.6,-5.17E-07,4.998647,0,AHWHD
393326,03:37.3,-6.62E-07,4.998631,0,JDKKV
393327,03:38.0,-4.31E-07,4.998615,0,QMYRZ
393328,03:38.8,-2.97E-07,4.998594,0,PUHbO
393329,03:39.5,-5.24E-07,4.998589,0,VUWAL
393330,03:40.2,-3.48E-07,4.998569,0,QVKHM
393331,03:41.0,-4.92E-07,4.998551,0,YKBDX
393332,03:41.7,-5.84E-07,4.998518,0,YbGPW
393333,03:42.4,-5.02E-07,4.998514,0,LDcLa
393334,03:43.2,-6.18E-07,4.998493,0,UIAPO
393335,03:43.9,-6.27E-07,4.998497,0,VaLKF
393336,03:44.6,-7.27E-07,4.998474,0,QVbGD
393337,03:45.3,-5.58E-07,4.998461,0,MRBON
393338,03:46.1,-5.72E-07,4.998457,0,FLMKO
393339,03:46.8,-5.11E-07,4.99861,0,EPYXB
393340,03:47.5,-5.23E-07,4.998584,0,RPcNO
393341,03:48.3,-5.82E-07,4.998564,0,OEMXO
393342,03:49.0,-4.67E-07,4.998547,0,UFAPV
393343,03:49.7,-6.78E-07,4.998529,0,XZFKO
393344,03:50.5,-4.79E-07,4.998525,0,MUJWH
393345,03:51.2,-5.54E-07,4.998511,0,MZHGR
393346,03:51.9,-6.07E-07,4.998499,0,LKAHY
393347,03:52.6,-6.04E-07,4.998489,0,PEQFJ
393348,03:53.4,-5.07E-07,4.998486,0,QcKDF
393349,03:54.1,-4.35E-07,4.998624,0,WaFJB
393350,03:54.8,-6.00E-07,4.998627,0,QJWFD
393351,03:55.6,-6.09E-07,4.99861,0,GZPXK
393352,03:56.3,-4.44E-07,4.99858,0,DVROD
393353,03:57.0,-3.73E-07,4.998555,0,NNWHT
393354,03:57.8,-6.59E-07,4.998567,0,cKDAK
393355,03:58.5,-4.01E-07,4.99854,0,LMAAb
393356,03:59.2,-5.01E-07,4.998525,0,aAKHO
393357,03:59.9,-5.58E-07,4.998511,0,ccGTD
393358,04:00.7,-4.98E-07,4.998494,0,KcTYK
393359,04:01.4,-6.20E-07,4.998489,0,OKFGU
393360,04:02.1,-4.65E-07,4.998589,0,HANMc
393361,04:02.9,-7.13E-07,4.998656,0,WPXMY
393362,04:03.6,-5.86E-07,4.998641,0,SQaTc
393363,04:04.3,-7.02E-07,4.998628,0,bKXHA
393364,04:05.1,-6.86E-07,4.998598,0,MCIRZ
393365,04:05.8,-5.59E-07,4.99859,0,SROYV
393366,04:06.5,-5.21E-07,4.998572,0,cDPTZ
393367,04:07.2,-4.16E-07,4.998543,0,QOHFR
393368,04:08.0,-6.35E-07,4.998511,0,aBUAG
393369,04:08.7,-6.07E-07,4.998504,0,YTbMX
393370,04:09.4,-4.12E-07,4.998493,0,aBCGU
393371,04:10.2,-5.60E-07,4.99849,0,NBQca
393372,04:10.9,-4.25E-07,4.998477,0,XIDAX
393373,04:11.6,-5.66E-07,4.998456,0,EDOQI
393374,04:12.4,-5.92E-07,4.998621,0,YaDOR
393375,04:13.1,-4.52E-07,4.998583,0,cRaUH
393376,04:13.8,-5.43E-07,4.998553,0,OcVBF
393377,04:14.5,-4.71E-07,4.998527,0,AKFXD
393378,04:15.3,-3.55E-07,4.998538,0,HWYDA
393379,04:16.0,-6.12E-07,4.998516,0,MZcMY
393380,04:16.7,-5.72E-07,4.998503,0,WJVEZ
393381,04:17.5,-3.32E-07,4.998469,0,ONKQQ
393382,04:18.2,-5.51E-07,4.99847,0,MVZVM
393383,04:18.9,-7.25E-07,4.998476,0,MXPcF
393384,04:19.7,-4.93E-07,4.998598,0,LFDbF
393385,04:20.4,-4.24E-07,4.998631,0,XYOPO
393386,04:21.1,-5.67E-07,4.998627,0,CQaZW
393387,04:21.8,-6.05E-07,4.998613,0,cGSPc
393388,04:22.6,-4.33E-07,4.998609,0,AYFPY
393389,04:23.3,-6.65E-07,4.998596,0,IJKbU
393390,04:24.0,-3.62E-07,4.998572,0,WMQcJ
393391,04:24.8,-6.21E-07,4.99856,0,QTNFN
393392,04:25.5,-5.51E-07,4.998553,0,SVPBQ
393393,04:26.2,-6.54E-07,4.998532,0,YZBbR
393394,04:27.0,-4.13E-07,4.998532,0,aKbMM
393395,04:27.7,-6.11E-07,4.998514,0,BVFVD
393396,04:28.4,-3.53E-07,4.998501,0,DRZRA
393397,04:29.1,-5.08E-07,4.998485,0,RSTQc
393398,04:29.9,-5.57E-07,4.998468,0,ZYBDI
393399,04:30.6,-4.88E-07,4.998687,0,HDETN
393400,04:31.3,-4.75E-07,4.998655,0,UaLXN
393401,04:32.1,-4.00E-07,4.998641,0,XcNSB
393402,04:32.8,-3.15E-07,4.998621,0,KGMGP
393403,04:33.5,-3.79E-07,4.998599,0,FYYDL
393404,04:34.3,-5.25E-07,4.998569,0,IKVBK
393405,04:35.0,-5.09E-07,4.998535,0,IRXVU
393406,04:35.7,-4.09E-07,4.998538,0,HEbNR
393407,04:36.4,-2.00E-07,4.998525,0,bRPAD
393408,04:37.2,-4.47E-07,4.998522,0,LGJHO
393409,04:37.9,-3.19E-07,4.998508,0,KLVGW
393410,04:38.6,-4.12E-07,4.99849,0,FYJVS
393411,04:39.4,-4.02E-07,4.998481,0,HQHTW
393412,04:40.1,-3.75E-07,4.99864,0,PVFKR
393413,04:40.8,-4.88E-07,4.998637,0,GWMVN
393414,04:41.6,-4.35E-07,4.998599,0,QVKAT
393415,04:42.3,-4.79E-07,4.998587,0,AZCLP
393416,04:43.0,-3.20E-07,4.99858,0,CBUOX
393417,04:43.7,-3.06E-07,4.998574,0,DOISH
393418,04:44.5,-3.97E-07,4.998564,0,NLaFa
393419,04:45.2,-4.40E-07,4.998528,0,FTbZP
393420,04:45.9,-4.49E-07,4.998506,0,YQXHU
393421,04:46.7,-4.56E-07,4.998504,0,RBbLG
393422,04:47.4,-4.68E-07,4.998482,0,QbOLL
393423,04:48.1,-5.19E-07,4.998487,0,KNKHc
393424,04:48.9,-4.83E-07,4.998674,0,cKTZC
393425,04:49.6,-2.83E-07,4.998662,0,aSCDH
393426,04:50.3,-4.43E-07,4.998662,0,VOQba
393427,04:51.0,-3.14E-07,4.998636,0,KQVZG
393428,04:51.8,-4.92E-07,4.998601,0,aUcHX
393429,04:52.5,-6.16E-07,4.998581,0,MFGAD
393430,04:53.2,-5.37E-07,4.998552,0,HDDbQ
393431,04:54.0,-5.10E-07,4.998566,0,PJDQB
393432,04:54.7,-4.92E-07,4.99855,0,AJOIT
393433,04:55.4,-9.30E-08,4.998524,0,cEWHS
393434,04:56.2,-2.07E-07,4.998511,0,UCUDZ
393435,04:56.9,-1.64E-07,4.998491,0,INNJR
393436,04:57.6,-4.58E-07,4.998509,0,UPMcD
393437,04:58.3,-6.01E-07,4.99851,0,DKYcU
393438,04:59.1,-5.72E-07,4.998643,0,JTaSS
393439,04:59.8,-5.19E-07,4.998625,0,WcDUW
393440,05:00.5,-4.44E-07,4.99862,0,FPRWB
393441,05:01.3,-3.91E-07,4.998611,0,DJJCZ
393442,05:02.0,-5.41E-07,4.998596,0,JJQHB
393443,05:02.7,-5.58E-07,4.998565,0,VaDaF
393444,05:03.5,-6.08E-07,4.998542,0,cLZAI
393445,05:04.2,-6.66E-07,4.998508,0,KYOAX
393446,05:04.9,-5.35E-07,4.998525,0,RPRXP
393447,05:05.6,-6.42E-07,4.998503,0,MBJcL
393448,05:06.4,-3.14E-07,4.99847,0,UAPbH
393449,05:07.1,-4.61E-07,4.998626,0,EHMOD
393450,05:07.8,-4.28E-07,4.998614,0,KLTOU
393451,05:08.6,-5.50E-07,4.998627,0,JaBWP
393452,05:09.3,-5.47E-07,4.998602,0,RQAQD
393453,05:10.0,-4.23E-07,4.998568,0,KURXD
393454,05:10.8,-3.46E-07,4.998531,0,OZCBI
393455,05:11.5,-3.46E-07,4.998521,0,YNUKQ
393456,05:12.2,-3.69E-07,4.998508,0,cIMbR
393457,05:12.9,-3.25E-07,4.998493,0,XZKcP
393458,05:13.7,-5.03E-07,4.998473,0,WMDDB
393459,05:14.4,-4.46E-07,4.998467,0,RGDRS
393460,05:15.1,-5.19E-07,4.998611,0,AaCJF
393461,05:15.9,-5.84E-07,4.998599,0,IFJSF
393462,05:16.6,-5.03E-07,4.998596,0,NVYGT
393463,05:17.3,-4.03E-07,4.998583,0,aaaDK
393464,05:18.1,-4.16E-07,4.998567,0,HXHbY
393465,05:18.8,-3.70E-07,4.998521,0,VVGYX
393466,05:19.5,-4.55E-07,4.998518,0,OZVFG
393467,05:20.2,-3.61E-07,4.998505,0,DOFNB
393468,05:21.0,-4.48E-07,4.998477,0,FFOAC
393469,05:21.7,-5.71E-07,4.998477,0,NWHDB
393470,05:22.4,-4.74E-07,4.998458,0,KCRRX
393471,05:23.2,-5.82E-07,4.998619,0,FCZSZ
393472,05:23.9,-3.88E-07,4.998589,0,SMFGT
393473,05:24.6,-5.97E-07,4.998568,0,bKRJX
393474,05:25.4,-5.32E-07,4.998553,0,QCMWc
393475,05:26.1,-6.33E-07,4.998547,0,RZaID
393476,05:26.8,-4.96E-07,4.99853,0,XcXMV
393477,05:27.5,-4.73E-07,4.998507,0,UAYPF
393478,05:28.3,-5.39E-07,4.998487,0,TBGXB
393479,05:29.0,-4.86E-07,4.998466,0,QBEHX
393480,05:29.7,-4.68E-07,4.998466,0,FYNaH
393481,05:30.5,-5.53E-07,4.998461,0,WWQNJ
393482,05:31.2,-4.77E-07,4.998611,0,XAAPO
393483,05:31.9,-3.89E-07,4.998574,0,IHCZL
393484,05:32.7,-5.27E-07,4.998562,0,JHSLH
393485,05:33.4,-5.23E-07,4.99857,0,VVVCb
393486,05:34.1,-4.72E-07,4.998557,0,FNFUQ
393487,05:34.8,-5.76E-07,4.998523,0,WbaYC
393488,05:35.6,-4.64E-07,4.998492,0,cVHIL
393489,05:36.3,-4.63E-07,4.9985,0,aHZcL
393490,05:37.0,-4.83E-07,4.998482,0,RPMLN
393491,05:37.8,-6.45E-07,4.998489,0,DTGAW
393492,05:38.5,-4.99E-07,4.99863,0,HKKJF
393493,05:39.2,-5.81E-07,4.998608,0,IVYBC
393494,05:40.0,-6.14E-07,4.998592,0,PUOJL
393495,05:40.7,-4.79E-07,4.998578,0,PFWHN
393496,05:41.4,-6.58E-07,4.998568,0,HGNON
393497,05:42.1,-4.88E-07,4.998533,0,OPcMG
393498,05:42.9,-5.58E-07,4.998497,0,QDbJW
393499,05:43.6,-4.43E-07,4.998508,0,AUCcC
393500,05:44.3,-5.92E-07,4.998494,0,ZSaKG
393501,05:45.1,-5.25E-07,4.998474,0,TGJLF
393502,05:45.8,-5.25E-07,4.998466,0,IGDGM
393503,05:46.5,-5.45E-07,4.998659,0,YDFHS
393504,05:47.3,-5.82E-07,4.998629,0,XEXPZ
393505,05:48.0,-6.51E-07,4.998646,0,QJQcR
393506,05:48.7,-4.47E-07,4.998638,0,VXcHR
393507,05:49.4,-4.59E-07,4.998611,0,caAbD
393508,05:50.2,-4.99E-07,4.998599,0,bFLUN
393509,05:50.9,-5.62E-07,4.998588,0,SVBGG
393510,05:51.6,-5.55E-07,4.998565,0,SHGHF
393511,05:52.4,-5.02E-07,4.998553,0,VXXaV
393512,05:53.1,-4.77E-07,4.998538,0,NIaTH
393513,05:53.8,-5.31E-07,4.998527,0,RDDGZ
393514,05:54.6,-5.98E-07,4.998503,0,abQMa
393515,05:55.3,-5.18E-07,4.998503,0,HcDMG
393516,05:56.0,-5.34E-07,4.998507,0,EOHac
393517,05:56.7,-5.38E-07,4.998475,0,cbAOb
393518,05:57.5,-5.76E-07,4.998664,0,TZYVA
393519,05:58.2,-5.48E-07,4.99864,0,GVSCU
393520,05:58.9,-6.91E-07,4.998656,0,LBaUX
393521,05:59.7,-4.18E-07,4.998629,0,YPRaY
393522,06:00.4,-4.96E-07,4.998583,0,TRQJV
393523,06:01.1,-7.38E-07,4.998576,0,cGAcD
393524,06:01.9,-5.30E-07,4.998573,0,DcFEU
393525,06:02.6,-5.95E-07,4.998559,0,OLULC
393526,06:03.3,-4.66E-07,4.998539,0,IOQbW
393527,06:04.0,-4.20E-07,4.99852,0,YcSYI
393528,06:04.8,-5.45E-07,4.998498,0,DOJPP
393529,06:05.5,-4.65E-07,4.998493,0,KFJRS
393530,06:06.2,-4.36E-07,4.998495,0,OKVKG
393531,06:07.0,-5.14E-07,4.998494,0,MJcQF
393532,06:07.7,-5.41E-07,4.998626,0,HRaMA
393533,06:08.4,-4.16E-07,4.998611,0,AAZQR
393534,06:09.2,-6.05E-07,4.998601,0,DCVMK
393535,06:09.9,-6.02E-07,4.998582,0,DaFRD
393536,06:10.6,-6.31E-07,4.998573,0,bFKXQ
393537,06:11.3,-6.16E-07,4.998538,0,KCHHF
393538,06:12.1,-5.19E-07,4.998527,0,VYGbW
393539,06:12.8,-5.58E-07,4.998511,0,JHJHO
393540,06:13.5,-5.22E-07,4.998498,0,RHXZb
393541,06:14.3,-4.51E-07,4.998497,0,HDJDT
393542,06:15.0,-4.84E-07,4.998471,0,BISFX
393543,06:15.7,-6.73E-07,4.99863,0,LPcbR
393544,06:16.5,-4.39E-07,4.998605,0,UaWKc
393545,06:17.2,-3.17E-07,4.998591,0,IGOZN
393546,06:17.9,-4.81E-07,4.99858,0,OVTMc
393547,06:18.6,-5.78E-07,4.998552,0,WHcIc
393548,06:19.4,-5.94E-07,4.998527,0,SaHOQ
393549,06:20.1,-5.14E-07,4.998537,0,KXXMc
393550,06:20.8,-6.71E-07,4.998534,0,GEBaC
393551,06:21.6,-5.95E-07,4.998504,0,PLFLN
393552,06:22.3,-7.39E-07,4.998479,0,DGNZK
393553,06:23.0,-5.21E-07,4.998485,0,bPFGQ
393554,06:23.8,-4.86E-07,4.998671,0,WHMCU
393555,06:24.5,-4.28E-07,4.998673,0,SOUSJ
393556,06:25.2,-4.13E-07,4.998652,0,CZAFV
393557,06:25.9,-3.27E-07,4.998606,0,JRBOc
393558,06:26.7,-5.62E-07,4.99859,0,HaQPT
393559,06:27.4,-4.85E-07,4.998571,0,McYRO
393560,06:28.1,-6.39E-07,4.998575,0,UADXZ
393561,06:28.9,-3.54E-07,4.99853,0,AGcTF
393562,06:29.6,-4.73E-07,4.998516,0,ANIPO
393563,06:30.3,-5.87E-07,4.998528,0,UOUHK
393564,06:31.1,-4.30E-07,4.998507,0,ccBFH
393565,06:31.8,-5.00E-07,4.998496,0,RCRFH
393566,06:32.5,-5.29E-07,4.998468,0,FUOHa
393567,06:33.2,-4.53E-07,4.998554,0,OAScU
393568,06:34.0,-4.53E-07,4.998621,0,VORFH
393569,06:34.7,-3.95E-07,4.998612,0,aUaOS
393570,06:35.4,-5.52E-07,4.998581,0,cObXW
393571,06:36.2,-2.99E-07,4.998573,0,RKJCG
393572,06:36.9,-5.87E-07,4.998566,0,ABXND
393573,06:37.6,-3.89E-07,4.998549,0,JFQHW
393574,06:38.4,-5.74E-07,4.998528,0,XAQYZ
393575,06:39.1,-5.16E-07,4.998501,0,FIHVD
393576,06:39.8,-4.98E-07,4.998495,0,OVXRT
393577,06:40.5,-6.16E-07,4.998487,0,OPbXb
393578,06:41.3,-3.81E-07,4.998567,0,MVWFX
393579,06:42.0,-3.52E-07,4.998609,0,MXDNC
393580,06:42.7,-5.77E-07,4.99861,0,XWHKF
393581,06:43.5,-3.63E-07,4.998565,0,IGXcO
393582,06:44.2,-4.60E-07,4.998556,0,MVOAO
393583,06:44.9,-2.57E-07,4.998551,0,YccUM
393584,06:45.7,-3.28E-07,4.998543,0,VQLUM
393585,06:46.4,-5.42E-07,4.998511,0,QFHQN
393586,06:47.1,-3.71E-07,4.998506,0,caPaW
393587,06:47.8,-5.81E-07,4.998495,0,WONHB
393588,06:48.6,-4.56E-07,4.99849,0,YUBZb
393589,06:49.3,-6.26E-07,4.998704,0,OLQLH
393590,06:50.0,-3.98E-07,4.998693,0,KObGO
393591,06:50.8,-6.82E-07,4.998659,0,TFYXG
393592,06:51.5,-5.84E-07,4.998641,0,bBNXa
393593,06:52.2,-4.83E-07,4.998619,0,BZJJF
393594,06:53.0,-5.28E-07,4.998606,0,ObSQD
393595,06:53.7,-4.63E-07,4.998589,0,YXDJW
393596,06:54.4,-5.59E-07,4.998565,0,VDWBG
393597,06:55.1,-4.52E-07,4.99854,0,ZTPOb
393598,06:55.9,-4.70E-07,4.998526,0,NBXQT
393599,06:56.6,-4.96E-07,4.998511,0,VBOHJ
393600,06:57.3,-6.32E-07,4.998494,0,aNHTR
393601,06:58.1,-2.50E-07,4.998483,0,JTDWM
393602,06:58.8,-4.65E-07,4.998635,0,SAQbZ
393603,06:59.5,-4.30E-07,4.998612,0,LIGDC
393604,07:00.3,-2.97E-07,4.998588,0,FOOPR
393605,07:01.0,-4.07E-07,4.998551,0,IHWXD
393606,07:01.7,-5.16E-07,4.998561,0,JQSPV
393607,07:02.4,-3.38E-07,4.998548,0,ADVMM
393608,07:03.2,-5.51E-07,4.998545,0,LcFbR
393609,07:03.9,-4.96E-07,4.998518,0,NANFG
393610,07:04.6,-6.21E-07,4.998508,0,IVSKb
393611,07:05.4,-5.94E-07,4.998486,0,CcRcX
393612,07:06.1,-5.77E-07,4.998463,0,ZGRKN
393613,07:06.8,-7.89E-07,4.998618,0,OHOcb
393614,07:07.6,-4.97E-07,4.998604,0,NDaLA
393615,07:08.3,-4.24E-07,4.998572,0,WRKGK
393616,07:09.0,-4.83E-07,4.998572,0,NQFNX
393617,07:09.7,-5.83E-07,4.998556,0,XFGDL
393618,07:10.5,-4.63E-07,4.998545,0,DMJNR
393619,07:11.2,-5.98E-07,4.998518,0,caXNB
393620,07:11.9,-7.05E-07,4.998503,0,LMYQb
393621,07:12.7,-5.62E-07,4.998491,0,XVIMB
393622,07:13.4,-6.54E-07,4.998501,0,ETDAc
393623,07:14.1,-4.63E-07,4.998502,0,CKDBQ
393624,07:14.9,-4.57E-07,4.998641,0,NRDPN
393625,07:15.6,-5.34E-07,4.99862,0,OZYAb
393626,07:16.3,-5.23E-07,4.998605,0,aYLQO
393627,07:17.0,-5.23E-07,4.998606,0,DSNTR
393628,07:17.8,-5.78E-07,4.998584,0,AHSKA
393629,07:18.5,-5.24E-07,4.998542,0,MZMZR
393630,07:19.2,-6.77E-07,4.998542,0,bAFDE
393631,07:20.0,-3.97E-07,4.998536,0,JBNKR
393632,07:20.7,-5.35E-07,4.998504,0,DLDVR
393633,07:21.4,-5.34E-07,4.998498,0,TPVXH
393634,07:22.2,-6.07E-07,4.99848,0,MHVRG
393635,07:22.9,-5.89E-07,4.998636,0,RLJFV
393636,07:23.6,-4.69E-07,4.998626,0,PcQOA
393637,07:24.3,-5.68E-07,4.998599,0,DKORb
393638,07:25.1,-5.52E-07,4.998591,0,ZKMQY
393639,07:25.8,-6.79E-07,4.998558,0,TRbOR
393640,07:26.5,-7.66E-07,4.99853,0,cVNbD
393641,07:27.3,-4.93E-07,4.998535,0,PDFQD
393642,07:28.0,-5.25E-07,4.998535,0,INcYQ
393643,07:28.7,-7.89E-07,4.998518,0,ZBDOJ
393644,07:29.5,-3.40E-07,4.998486,0,GGOZR
393645,07:30.2,-6.50E-07,4.998666,0,VYQNG
393646,07:30.9,-6.10E-07,4.998648,0,HcXHM
393647,07:31.6,-5.54E-07,4.998626,0,RPBSK
393648,07:32.4,-5.59E-07,4.998622,0,JQTWP
393649,07:33.1,-6.11E-07,4.998577,0,HSOTX
393650,07:33.8,-3.93E-07,4.998573,0,VDXDX
393651,07:34.6,-5.50E-07,4.998575,0,OGJOI
393652,07:35.3,-4.09E-07,4.998539,0,VFVUa
393653,07:36.0,-4.69E-07,4.998517,0,DRBOH
393654,07:36.8,-5.79E-07,4.998507,0,RDUIZ
393655,07:37.5,-5.43E-07,4.998488,0,OYVBW
393656,07:38.2,-4.96E-07,4.998532,0,GASbF
393657,07:38.9,-7.25E-07,4.998609,0,cbaYB
393658,07:39.7,-6.94E-07,4.998605,0,WbIOV
393659,07:40.4,-6.53E-07,4.998592,0,BTLNX
393660,07:41.1,-4.74E-07,4.998573,0,YOcOF
393661,07:41.9,-4.58E-07,4.99855,0,ONFOR
393662,07:42.6,-3.41E-07,4.998534,0,QFCUM
393663,07:43.3,-6.16E-07,4.99852,0,cCDTP
393664,07:44.1,-7.44E-07,4.998505,0,PONRT
393665,07:44.8,-6.63E-07,4.998515,0,ISXJB
393666,07:45.5,-5.15E-07,4.998497,0,MKVAG
393667,07:46.2,-5.42E-07,4.998637,0,GYVRa
393668,07:47.0,-4.29E-07,4.998612,0,cBIFH
393669,07:47.7,-5.78E-07,4.998583,0,cDFIc
393670,07:48.4,-5.05E-07,4.998586,0,UTOPO
393671,07:49.2,-5.00E-07,4.998568,0,baZAS
393672,07:49.9,-5.70E-07,4.998543,0,TEFRD
393673,07:50.6,-3.14E-07,4.998507,0,AcNNU
393674,07:51.4,-5.60E-07,4.998509,0,LNIWJ
393675,07:52.1,-5.75E-07,4.998502,0,WJYcM
393676,07:52.8,-4.45E-07,4.998497,0,JTOEV
393677,07:53.5,-1.38E-07,4.998464,0,LROOG
393678,07:54.3,-6.77E-07,4.998617,0,VDLUC
