Record #,Time,Ch 101 (VDC),Ch 102 (VDC),Alarm Output,Signature
327761,45:54.7,-6.53E-07,4.998497,0,JJDDQ
327762,45:55.4,-9.08E-07,4.998473,0,NOCcR
327763,45:56.1,-8.75E-07,4.998467,0,ZXWNS
327764,45:56.8,-7.13E-07,4.998464,0,AGaaP
327765,45:57.6,-8.92E-07,4.99844,0,AOUbZ
327766,45:58.3,-8.26E-07,4.998443,0,HbAPV
327767,45:59.0,-8.53E-07,4.998407,0,GcDOZ
327768,45:59.8,-7.11E-07,4.998395,0,CKZVa
327769,46:00.5,-7.18E-07,4.998351,0,DLJPQ
327770,46:01.2,-1.01E-06,4.998538,0,IaAKQ
327771,46:02.0,-4.98E-07,4.99854,0,bMNHB
327772,46:02.7,-6.12E-07,4.998505,0,bVcHR
327773,46:03.4,-7.19E-07,4.998473,0,DNOHD
327774,46:04.1,-5.79E-07,4.998454,0,CYPDc
327775,46:04.9,-6.53E-07,4.998453,0,LMKDc
327776,46:05.6,-7.18E-07,4.998469,0,AOAJM
327777,46:06.3,-6.11E-07,4.998448,0,PHNHH
327778,46:07.1,-7.15E-07,4.998428,0,MBJRJ
327779,46:07.8,-7.04E-07,4.998387,0,WHOVQ
327780,46:08.5,-6.35E-07,4.998394,0,TLZZN
327781,46:09.3,-8.48E-07,4.998406,0,AQUFF
327782,46:10.0,-6.88E-07,4.998554,0,BOcYR
327783,46:10.7,-7.16E-07,4.99851,0,WPcON
327784,46:11.4,-5.65E-07,4.998502,0,WDcCG
327785,46:12.2,-6.30E-07,4.998466,0,HcYYA
327786,46:12.9,-7.43E-07,4.998496,0,DDKVX
327787,46:13.6,-8.04E-07,4.998466,0,VBVVK
327788,46:14.4,-6.33E-07,4.99844,0,YAHDb
327789,46:15.1,-7.95E-07,4.99843,0,GLGCb
327790,46:15.8,-4.88E-07,4.998423,0,PDNDY
327791,46:16.6,-8.00E-07,4.998405,0,QcLBI
327792,46:17.3,-5.90E-07,4.998392,0,TLcNc
327793,46:18.0,-6.40E-07,4.998381,0,RDZBQ
327794,46:18.7,-6.21E-07,4.998531,0,ZaNGM
327795,46:19.5,-6.64E-07,4.99852,0,XDNKa
327796,46:20.2,-6.06E-07,4.998517,0,aXBXM
327797,46:20.9,-7.18E-07,4.998467,0,bUMKZ
327798,46:21.7,-7.80E-07,4.99845,0,FUQGL
327799,46:22.4,-8.15E-07,4.998446,0,SALJc
327800,46:23.1,-7.51E-07,4.998431,0,PHVGC
327801,46:23.9,-6.05E-07,4.998407,0,ONcHM
327802,46:24.6,-7.90E-07,4.998415,0,JVOcB
327803,46:25.3,-7.33E-07,4.998398,0,GQGNJ
327804,46:26.0,-8.26E-07,4.998366,0,AIaDH
327805,46:26.8,-6.51E-07,4.998381,0,GLOEJ
327806,46:27.5,-5.58E-07,4.998425,0,AYONM
327807,46:28.2,-8.58E-07,4.998582,0,JbTDB
327808,46:29.0,-7.32E-07,4.998548,0,NVCYa
327809,46:29.7,-7.37E-07,4.99854,0,ANDOL
327810,46:30.4,-6.75E-07,4.998513,0,KRBDb
327811,46:31.2,-5.19E-07,4.998504,0,aFcPK
327812,46:31.9,-6.63E-07,4.99847,0,cMNXQ
327813,46:32.6,-6.97E-07,4.998456,0,FPUKb
327814,46:33.3,-6.79E-07,4.998434,0,RNPRH
327815,46:34.1,-7.07E-07,4.998435,0,YXAaR
327816,46:34.8,-7.72E-07,4.998421,0,bEWQV
327817,46:35.5,-8.80E-07,4.99839,0,RADRB
327818,46:36.3,-5.90E-07,4.998399,0,aDKIH
327819,46:37.0,-6.78E-07,4.998368,0,FHIcA
327820,46:37.7,-7.73E-07,4.998368,0,TQPPP
327821,46:38.5,-7.48E-07,4.998365,0,GFRYF
327822,46:39.2,-6.30E-07,4.998511,0,ASVNK
327823,46:39.9,-7.48E-07,4.998487,0,XTRbY
327824,46:40.6,-6.93E-07,4.99849,0,WDFON
327825,46:41.4,-6.64E-07,4.998461,0,JFNVA
327826,46:42.1,-7.80E-07,4.998439,0,HAOQa
327827,46:42.8,-5.69E-07,4.998435,0,PVBZK
327828,46:43.6,-9.08E-07,4.998391,0,QNZCN
327829,46:44.3,-8.23E-07,4.998397,0,cXUAP
327830,46:45.0,-8.18E-07,4.998388,0,QVcBc
327831,46:45.8,-5.51E-07,4.998405,0,RPSbD
327832,46:46.5,-7.88E-07,4.998345,0,ORDbF
327833,46:47.2,-8.06E-07,4.998337,0,aXWJR
327834,46:47.9,-7.17E-07,4.998567,0,QbZRc
327835,46:48.7,-5.65E-07,4.998535,0,WYJOW
327836,46:49.4,-6.66E-07,4.998528,0,JFDFF
327837,46:50.1,-7.47E-07,4.998507,0,CbGQB
327838,46:50.9,-7.33E-07,4.998472,0,KSMaF
327839,46:51.6,-6.51E-07,4.99848,0,MZVFb
327840,46:52.3,-6.03E-07,4.998477,0,cUaDD
327841,46:53.1,-6.17E-07,4.99845,0,PbFJN
327842,46:53.8,-7.01E-07,4.998438,0,NRTYF
327843,46:54.5,-7.40E-07,4.998405,0,BEUDc
327844,46:55.2,-6.76E-07,4.998399,0,KcICK
327845,46:56.0,-7.17E-07,4.998399,0,WAVLT
327846,46:56.7,-6.56E-07,4.998368,0,TWRFc
327847,46:57.4,-7.81E-07,4.998361,0,NVAGE
327848,46:58.2,-5.66E-07,4.998344,0,KXGBb
327849,46:58.9,-6.72E-07,4.998524,0,HOcDW
327850,46:59.6,-5.97E-07,4.998517,0,caUWZ
327851,47:00.4,-5.42E-07,4.998501,0,VPBKb
327852,47:01.1,-5.20E-07,4.998489,0,JbAUO
327853,47:01.8,-7.39E-07,4.99847,0,HOBNV
327854,47:02.5,-7.01E-07,4.998466,0,PWUbE
327855,47:03.3,-5.53E-07,4.998437,0,OGTRJ
327856,47:04.0,-6.36E-07,4.998406,0,JVDRN
327857,47:04.7,-7.73E-07,4.998384,0,HcGOH
327858,47:05.5,-7.52E-07,4.998413,0,CVFZF
327859,47:06.2,-6.00E-07,4.998398,0,HMbSF
327860,47:06.9,-7.48E-07,4.998382,0,ZDKbO
327861,47:07.7,-7.04E-07,4.998371,0,cJaZD
327862,47:08.4,-6.69E-07,4.998359,0,RROFL
327863,47:09.1,-8.00E-07,4.998348,0,PVDaL
327864,47:09.8,-6.44E-07,4.998516,0,bWccb
327865,47:10.6,-7.42E-07,4.998523,0,bVBUY
327866,47:11.3,-8.05E-07,4.998511,0,aRDFY
327867,47:12.0,-9.65E-07,4.998466,0,IcJWB
327868,47:12.8,-6.52E-07,4.998479,0,HJNNH
327869,47:13.5,-5.83E-07,4.998446,0,VTETB
327870,47:14.2,-8.21E-07,4.998431,0,GZVaL
327871,47:15.0,-6.60E-07,4.998397,0,OVDBP
327872,47:15.7,-6.80E-07,4.99838,0,bBaNJ
327873,47:16.4,-8.97E-07,4.998399,0,XOFYE
327874,47:17.1,-7.09E-07,4.998385,0,MXDBS
327875,47:17.9,-7.35E-07,4.998348,0,LHIZZ
327876,47:18.6,-8.10E-07,4.998511,0,PGISF
327877,47:19.3,-8.26E-07,4.998497,0,ZJYYX
327878,47:20.1,-6.02E-07,4.998459,0,BOAVH
327879,47:20.8,-8.08E-07,4.99846,0,DUFHA
327880,47:21.5,-8.02E-07,4.998456,0,IBBHM
327881,47:22.3,-8.10E-07,4.998425,0,HNNTT
327882,47:23.0,-6.48E-07,4.998408,0,cbPVN
327883,47:23.7,-7.47E-07,4.9984,0,NaVKL
327884,47:24.4,-8.20E-07,4.998382,0,PBWDB
327885,47:25.2,-6.78E-07,4.998349,0,QGAGW
327886,47:25.9,-5.90E-07,4.998376,0,aBHKN
327887,47:26.6,-5.56E-07,4.998523,0,JQJcD
327888,47:27.4,-7.85E-07,4.998527,0,AXPYX
327889,47:28.1,-6.83E-07,4.998517,0,GPbaB
327890,47:28.8,-5.57E-07,4.998482,0,FRKAT
327891,47:29.6,-6.92E-07,4.99847,0,NFMaM
327892,47:30.3,-8.70E-07,4.998448,0,FVIbX
327893,47:31.0,-7.12E-07,4.998443,0,AQZFI
327894,47:31.7,-7.71E-07,4.998429,0,PMDOX
327895,47:32.5,-7.17E-07,4.998396,0,TDODT
327896,47:33.2,-7.51E-07,4.998394,0,AccSB
327897,47:33.9,-7.13E-07,4.99837,0,ZUMDN
327898,47:34.7,-7.34E-07,4.998394,0,DGaWK
327899,47:35.4,-8.35E-07,4.998368,0,DPXFU
327900,47:36.1,-8.84E-07,4.998511,0,LRQSB
327901,47:36.9,-5.95E-07,4.998497,0,PVHTT
327902,47:37.6,-6.25E-07,4.998494,0,OOLbW
327903,47:38.3,-6.51E-07,4.998469,0,VRQMG
327904,47:39.0,-5.41E-07,4.998462,0,MJOQc
327905,47:39.8,-7.86E-07,4.998436,0,DALTX
327906,47:40.5,-7.14E-07,4.998419,0,WURQA
327907,47:41.2,-5.84E-07,4.998409,0,XVNSP
327908,47:42.0,-6.06E-07,4.998406,0,CNZLO
327909,47:42.7,-6.45E-07,4.998406,0,NRbGO
327910,47:43.4,-6.90E-07,4.998374,0,RcVPG
327911,47:44.2,-6.56E-07,4.998384,0,OINGB
327912,47:44.9,-7.93E-07,4.998542,0,bFFXK
327913,47:45.6,-6.14E-07,4.998537,0,cbGCZ
327914,47:46.3,-5.52E-07,4.998513,0,XSYLb
327915,47:47.1,-7.98E-07,4.998492,0,OXPNb
327916,47:47.8,-6.11E-07,4.998484,0,ORcTR
327917,47:48.5,-7.33E-07,4.998466,0,RDTER
327918,47:49.3,-6.51E-07,4.998464,0,DbFBY
327919,47:50.0,-6.43E-07,4.998424,0,PDNFZ
327920,47:50.7,-5.45E-07,4.998411,0,LNcFE
327921,47:51.5,-6.74E-07,4.998391,0,UPVRZ
327922,47:52.2,-5.97E-07,4.998399,0,MMSRN
327923,47:52.9,-7.04E-07,4.998403,0,ZUEPL
327924,47:53.6,-6.81E-07,4.998379,0,YYYRK
327925,47:54.4,-4.89E-07,4.998376,0,YYDKb
327926,47:55.1,-7.80E-07,4.998573,0,bQDZO
327927,47:55.8,-6.28E-07,4.998558,0,DLRcN
327928,47:56.6,-7.76E-07,4.998534,0,VOFaX
327929,47:57.3,-5.13E-07,4.998509,0,aTAGW
327930,47:58.0,-8.49E-07,4.998466,0,VLYLP
327931,47:58.8,-7.01E-07,4.998452,0,WTKAa
327932,47:59.5,-7.67E-07,4.998453,0,VNCHN
327933,48:00.2,-5.77E-07,4.998439,0,AGcDc
327934,48:00.9,-8.91E-07,4.998423,0,KMBNO
327935,48:01.7,-8.27E-07,4.998379,0,BFDKY
327936,48:02.4,-6.24E-07,4.998369,0,MUNTV
327937,48:03.1,-8.15E-07,4.998372,0,XPDVO
327938,48:03.9,-7.68E-07,4.998334,0,BHDBB
327939,48:04.6,-7.50E-07,4.998331,0,RKENO
327940,48:05.3,-7.22E-07,4.998396,0,MQHXW
327941,48:06.1,-7.86E-07,4.998479,0,RSVPa
327942,48:06.8,-7.91E-07,4.998477,0,HNAPP
327943,48:07.5,-7.84E-07,4.998458,0,AZXaH
327944,48:08.2,-5.98E-07,4.998449,0,bQGVK
327945,48:09.0,-6.93E-07,4.998425,0,aCFQD
327946,48:09.7,-6.36E-07,4.998442,0,LDAFV
327947,48:10.4,-7.74E-07,4.998422,0,VUOLQ
327948,48:11.2,-4.76E-07,4.998403,0,YVDZO
327949,48:11.9,-7.53E-07,4.998395,0,cJGRD
327950,48:12.6,-7.96E-07,4.998377,0,ASDcI
327951,48:13.4,-6.33E-07,4.998362,0,PGKcC
327952,48:14.1,-6.54E-07,4.998488,0,MDOKT
327953,48:14.8,-5.41E-07,4.9985,0,HSXPa
327954,48:15.5,-4.93E-07,4.998485,0,GLWVK
327955,48:16.3,-6.36E-07,4.998489,0,OADaJ
327956,48:17.0,-6.80E-07,4.998474,0,HZXWK
327957,48:17.7,-5.65E-07,4.998482,0,HJNDa
327958,48:18.5,-8.63E-07,4.998461,0,GVUQH
327959,48:19.2,-5.56E-07,4.998428,0,XRXZa
327960,48:19.9,-7.14E-07,4.998412,0,HLDVK
327961,48:20.7,-7.08E-07,4.998403,0,HPPMF
327962,48:21.4,-8.66E-07,4.998372,0,cRJVY
327963,48:22.1,-7.20E-07,4.998365,0,WPYNH
327964,48:22.8,-7.71E-07,4.998397,0,HJHSW
327965,48:23.6,-7.26E-07,4.998502,0,VbEDc
327966,48:24.3,-8.31E-07,4.9985,0,LQGEI
327967,48:25.0,-6.83E-07,4.998484,0,RRBDD
327968,48:25.8,-6.43E-07,4.998458,0,HKHLR
327969,48:26.5,-6.48E-07,4.998427,0,WPCCX
327970,48:27.2,-5.81E-07,4.998405,0,MVDEY
327971,48:28.0,-6.48E-07,4.998417,0,BXOJP
327972,48:28.7,-5.63E-07,4.998386,0,VWDFH
327973,48:29.4,-5.65E-07,4.998368,0,NNFRY
327974,48:30.1,-5.94E-07,4.998356,0,VADQY
327975,48:30.9,-5.64E-07,4.998361,0,TTFLU
327976,48:31.6,-8.03E-07,4.99836,0,aKAOF
327977,48:32.3,-5.33E-07,4.998544,0,LMXJc
327978,48:33.1,-8.18E-07,4.998543,0,ZKHOb
327979,48:33.8,-5.55E-07,4.998524,0,GaMZb
327980,48:34.5,-6.36E-07,4.998508,0,RFZJa
327981,48:35.3,-4.59E-07,4.998516,0,aMZMG
327982,48:36.0,-5.87E-07,4.998493,0,HRGbO
327983,48:36.7,-6.02E-07,4.99847,0,ROABW
327984,48:37.4,-5.23E-07,4.998463,0,CVSIX
327985,48:38.2,-6.61E-07,4.998439,0,ccHCD
327986,48:38.9,-6.88E-07,4.99844,0,DJVHV
327987,48:39.6,-8.12E-07,4.998419,0,DZWFU
327988,48:40.4,-6.75E-07,4.998394,0,HVFcb
327989,48:41.1,-8.63E-07,4.998373,0,SCNbV
327990,48:41.8,-7.61E-07,4.99839,0,EcZbJ
327991,48:42.6,-6.47E-07,4.998384,0,ILVWB
327992,48:43.3,-6.20E-07,4.99857,0,GRDRc
327993,48:44.0,-5.62E-07,4.998538,0,GcOJO
327994,48:44.7,-7.87E-07,4.998539,0,aXKAQ
327995,48:45.5,-9.27E-07,4.99851,0,IKHQY
327996,48:46.2,-6.63E-07,4.998514,0,FYOOM
327997,48:46.9,-7.53E-07,4.998497,0,YUUFI
327998,48:47.7,-4.61E-07,4.998473,0,XREaG
327999,48:48.4,-6.01E-07,4.998452,0,FTAAM
328000,48:49.1,-6.47E-07,4.998442,0,OKMHK
328001,48:49.9,-5.76E-07,4.998444,0,JAcBa
328002,48:50.6,-6.73E-07,4.998435,0,HNEJW
328003,48:51.3,-6.53E-07,4.998406,0,FYcbV
328004,48:52.0,-6.89E-07,4.998384,0,VWSJW
328005,48:52.8,-6.85E-07,4.998403,0,MVOWH
328006,48:53.5,-7.05E-07,4.998394,0,QOBbO
328007,48:54.2,-5.47E-07,4.998544,0,WDSVX
328008,48:55.0,-7.35E-07,4.998517,0,ELGLO
328009,48:55.7,-4.99E-07,4.998473,0,TBEAZ
328010,48:56.4,-5.97E-07,4.998481,0,MFCQT
328011,48:57.2,-7.52E-07,4.998463,0,UAKMA
328012,48:57.9,-6.75E-07,4.998453,0,acSEG
328013,48:58.6,-7.40E-07,4.998442,0,GRFOY
328014,48:59.3,-4.79E-07,4.998419,0,UVDDT
328015,49:00.1,-5.22E-07,4.99839,0,PHMBc
328016,49:00.8,-6.89E-07,4.998377,0,EFcVP
328017,49:01.5,-5.89E-07,4.998363,0,DGbLX
328018,49:02.3,-6.03E-07,4.998336,0,JQBGa
328019,49:03.0,-7.67E-07,4.998339,0,bJRVN
328020,49:03.7,-3.50E-07,4.998517,0,JCEGV
328021,49:04.5,-6.90E-07,4.998522,0,PURMD
328022,49:05.2,-5.63E-07,4.998476,0,KFYAR
328023,49:05.9,-5.02E-07,4.998469,0,NEJUO
328024,49:06.6,-6.95E-07,4.998456,0,AGJHH
328025,49:07.4,-5.16E-07,4.998452,0,IbALB
328026,49:08.1,-5.05E-07,4.998454,0,HMcYH
328027,49:08.8,-5.52E-07,4.99844,0,CHODO
328028,49:09.6,-7.24E-07,4.998421,0,THRAa
328029,49:10.3,-7.12E-07,4.998394,0,ARHcD
328030,49:11.0,-7.49E-07,4.998382,0,DJFcH
328031,49:11.8,-7.52E-07,4.998389,0,HLNPB
328032,49:12.5,-7.29E-07,4.998352,0,RIKVB
328033,49:13.2,-7.69E-07,4.998532,0,PONLF
328034,49:13.9,-7.67E-07,4.99855,0,OUXbM
328035,49:14.7,-6.21E-07,4.998532,0,TRBJB
328036,49:15.4,-6.63E-07,4.998515,0,MTFWU
328037,49:16.1,-6.96E-07,4.998513,0,URLOR
328038,49:16.9,-6.36E-07,4.99847,0,WEVKa
328039,49:17.6,-4.87E-07,4.998466,0,VVCXB
328040,49:18.3,-7.89E-07,4.99845,0,VHMYV
328041,49:19.1,-5.87E-07,4.998455,0,ZDDDT
328042,49:19.8,-6.08E-07,4.998434,0,HBaCJ
328043,49:20.5,-8.07E-07,4.998404,0,PZXNT
328044,49:21.2,-7.71E-07,4.998392,0,LYAYZ
328045,49:22.0,-7.28E-07,4.998391,0,JIUGV
328046,49:22.7,-7.73E-07,4.998359,0,GIERR
328047,49:23.4,-5.00E-07,4.998522,0,RcTRH
328048,49:24.2,-7.28E-07,4.998494,0,XKJJO
328049,49:24.9,-6.66E-07,4.998486,0,EVODL
328050,49:25.6,-5.90E-07,4.998483,0,EaXXB
328051,49:26.4,-9.32E-07,4.998454,0,LaTSB
328052,49:27.1,-6.26E-07,4.998425,0,RBHDM
328053,49:27.8,-5.58E-07,4.998422,0,QIOVR
328054,49:28.5,-6.96E-07,4.998394,0,HXUPP
328055,49:29.3,-8.03E-07,4.998386,0,JRTRG
328056,49:30.0,-6.74E-07,4.9984,0,BUVNR
328057,49:30.7,-6.69E-07,4.998378,0,DGSEQ
328058,49:31.5,-5.62E-07,4.998381,0,DLCHJ
328059,49:32.2,-4.89E-07,4.998498,0,bVOBQ
328060,49:32.9,-5.26E-07,4.998523,0,UKYWZ
328061,49:33.7,-8.11E-07,4.998492,0,bQBDM
328062,49:34.4,-6.94E-07,4.99847,0,NDQIR
328063,49:35.1,-8.22E-07,4.998468,0,cDSOc
328064,49:35.8,-7.24E-07,4.998441,0,PHVcA
328065,49:36.6,-5.92E-07,4.998448,0,ZDQDH
328066,49:37.3,-8.67E-07,4.998424,0,QNZHP
328067,49:38.0,-7.07E-07,4.998393,0,KKWWR
328068,49:38.8,-8.05E-07,4.998413,0,VOHJM
328069,49:39.5,-5.16E-07,4.998374,0,cbRXJ
328070,49:40.2,-4.63E-07,4.998386,0,cCTac
328071,49:41.0,-6.16E-07,4.998386,0,NODSN
328072,49:41.7,-6.79E-07,4.998559,0,UAaNB
328073,49:42.4,-6.67E-07,4.998535,0,DSDDF
328074,49:43.1,-5.52E-07,4.998528,0,ASYaF
328075,49:43.9,-6.22E-07,4.998507,0,FaDCX
328076,49:44.6,-6.79E-07,4.998485,0,JaZQQ
328077,49:45.3,-6.86E-07,4.998475,0,XQHAO
328078,49:46.1,-5.69E-07,4.998466,0,ZRDMB
328079,49:46.8,-8.40E-07,4.998454,0,NHJQH
328080,49:47.5,-7.78E-07,4.998435,0,aGEFO
328081,49:48.3,-7.04E-07,4.998421,0,DaUGV
328082,49:49.0,-9.19E-07,4.998388,0,bFIXS
328083,49:49.7,-5.39E-07,4.998394,0,SUabA
328084,49:50.4,-4.45E-07,4.998387,0,XDTbR
328085,49:51.2,-5.73E-07,4.998382,0,IBVOH
328086,49:51.9,-6.27E-07,4.998459,0,cBaFT
328087,49:52.6,-6.55E-07,4.998542,0,LHXHG
328088,49:53.4,-5.90E-07,4.998529,0,cDMDN
328089,49:54.1,-8.14E-07,4.998507,0,HTAOc
328090,49:54.8,-6.69E-07,4.998498,0,DaDNX
328091,49:55.6,-5.51E-07,4.998435,0,RFIaK
328092,49:56.3,-5.62E-07,4.998447,0,XYTND
328093,49:57.0,-6.26E-07,4.998459,0,RFaPZ
328094,49:57.7,-5.78E-07,4.998423,0,baSHb
328095,49:58.5,-7.39E-07,4.998407,0,UDaMD
328096,49:59.2,-6.88E-07,4.998394,0,BRNDW
328097,49:59.9,-7.70E-07,4.998383,0,ScHSV
328098,50:00.7,-5.70E-07,4.998361,0,SYZbb
328099,50:01.4,-6.16E-07,4.998362,0,TFNAO
328100,50:02.1,-6.71E-07,4.998521,0,NIcHA
328101,50:02.9,-8.11E-07,4.998512,0,DFZaZ
328102,50:03.6,-8.12E-07,4.998479,0,HMHVH
328103,50:04.3,-5.64E-07,4.998475,0,YQaDA
328104,50:05.0,-5.76E-07,4.998465,0,KbUFU
328105,50:05.8,-6.67E-07,4.998435,0,KFRHZ
328106,50:06.5,-8.18E-07,4.998405,0,cVcYE
328107,50:07.2,-6.03E-07,4.998417,0,ANMaI
328108,50:08.0,-6.99E-07,4.998391,0,DFaDY
328109,50:08.7,-6.65E-07,4.998401,0,JIcSK
328110,50:09.4,-7.30E-07,4.998374,0,CQFON
328111,50:10.2,-5.96E-07,4.99835,0,OORUV
328112,50:10.9,-5.96E-07,4.998353,0,KWZQF
328113,50:11.6,-5.70E-07,4.998546,0,bTISF
328114,50:12.3,-6.28E-07,4.998512,0,QCVcX
328115,50:13.1,-7.97E-07,4.998507,0,bRJFR
328116,50:13.8,-8.06E-07,4.998483,0,DMZDG
328117,50:14.5,-6.81E-07,4.998486,0,EDQDR
328118,50:15.3,-6.76E-07,4.998497,0,JLXSM
328119,50:16.0,-8.17E-07,4.998472,0,UDJJM
328120,50:16.7,-6.53E-07,4.998427,0,LYBWK
328121,50:17.5,-5.14E-07,4.998406,0,OGYXN
328122,50:18.2,-6.18E-07,4.998382,0,QBRJS
328123,50:18.9,-7.59E-07,4.99839,0,MHFcK
328124,50:19.6,-6.56E-07,4.998365,0,RLJZN
328125,50:20.4,-7.49E-07,4.998346,0,FbZNG
328126,50:21.1,-6.14E-07,4.998488,0,NFaHN
328127,50:21.8,-7.78E-07,4.998479,0,JZOUK
328128,50:22.6,-5.76E-07,4.998484,0,DXSBa
328129,50:23.3,-6.18E-07,4.998471,0,RHcKa
328130,50:24.0,-6.94E-07,4.998443,0,JTaOG
328131,50:24.8,-6.50E-07,4.998439,0,ZHPaa
328132,50:25.5,-7.55E-07,4.998424,0,WRDRV
328133,50:26.2,-8.22E-07,4.998408,0,XFZFW
328134,50:26.9,-8.46E-07,4.998398,0,RFaVa
328135,50:27.7,-6.56E-07,4.998373,0,VKNHU
328136,50:28.4,-7.99E-07,4.998343,0,NKZQR
328137,50:29.1,-8.53E-07,4.998535,0,WYGHG
328138,50:29.9,-7.71E-07,4.99851,0,KYNJc
328139,50:30.6,-7.67E-07,4.998529,0,CNAbV
328140,50:31.3,-6.40E-07,4.998475,0,aBGNW
328141,50:32.1,-6.02E-07,4.99845,0,TbVMb
328142,50:32.8,-7.21E-07,4.998441,0,VZTQL
